config_id,result_path,run_dir,status,started_at,finished_at,duration_seconds,game_label,game_type,experiment_family,n_agents,m_items,n_issues,m_projects,competition_key,competition_value,competition_level,rho,theta,sigma,alpha,random_seed,seed_replicate,heterogeneous_run_index,heterogeneous_draw_seed,adversary_model,adversary_position,model_order,max_tokens_voting,parallel_phases,consensus_reached,final_round,audit_strict_voting_clean,strict_voting_clean,audit_synthetic_vote_count,audit_strict_bad_count,token_limit_marker_count,vote_fallback_log_marker_count,synthetic_vote_marker_count,synthetic_proposal_marker_count,provider_degradation_marker_count,agent_count_in_result,model_list,unique_model_count,mean_utility,sum_utility,utility_gini,elo_variance,elo_std,elo_min,elo_max,adversary_elo,adversary_utility,baseline_mean_utility,baseline_sum_utility,baseline_agent_count
11,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0011_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0011_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed1,SUCCESS,2026-04-28T11:27:47.487047,2026-04-28T11:28:56.083629,68.596582,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,74066326,1,,,claude-sonnet-4-20250514,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,claude-sonnet-4-20250514+gpt-5-nano,2,100.0,200.0,0.0,676.0,26.0,1337,1389,1389.0,100.0,100.0,100.0,1
12,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0012_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0012_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed2,SUCCESS,2026-04-28T11:28:18.024298,2026-04-28T11:29:17.233124,59.208826,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1995338889,2,,,claude-sonnet-4-20250514,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,claude-sonnet-4-20250514+gpt-5-nano,2,100.0,200.0,0.0,676.0,26.0,1337,1389,1389.0,100.0,100.0,100.0,1
13,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0013_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0013_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed1,SUCCESS,2026-04-28T11:28:49.441247,2026-04-28T11:29:57.811796,68.370549,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,228685859,1,,,claude-sonnet-4-20250514,last,adversary_last,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+claude-sonnet-4-20250514,2,100.0,200.0,0.0,676.0,26.0,1337,1389,1389.0,100.0,100.0,100.0,1
14,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0014_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0014_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed2,SUCCESS,2026-04-28T11:28:49.448303,2026-04-28T11:29:56.266882,66.818579,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,841717039,2,,,claude-sonnet-4-20250514,last,adversary_last,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+claude-sonnet-4-20250514,2,100.0,200.0,0.0,676.0,26.0,1337,1389,1389.0,100.0,100.0,100.0,1
15,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0015_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0015_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed1,SUCCESS,2026-04-28T11:18:12.347628,2026-04-28T11:19:28.890641,76.543013,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1812699210,1,,,gemini-2.5-pro,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,gemini-2.5-pro+gpt-5-nano,2,100.0,200.0,0.0,3080.25,55.5,1337,1448,1448.0,100.0,100.0,100.0,1
16,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0016_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0016_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed2,SUCCESS,2026-04-28T11:18:12.931629,2026-04-28T11:19:38.812912,85.881283,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1885054826,2,,,gemini-2.5-pro,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,gemini-2.5-pro+gpt-5-nano,2,89.5,179.0,0.05865921787709497,3080.25,55.5,1337,1448,1448.0,100.0,79.0,79.0,1
17,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0017_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0017_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_last_seed1,SUCCESS,2026-04-28T11:18:12.934730,2026-04-28T11:19:52.604038,99.669308,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,933454065,1,,,gemini-2.5-pro,last,adversary_last,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+gemini-2.5-pro,2,100.0,200.0,0.0,3080.25,55.5,1337,1448,1448.0,100.0,100.0,100.0,1
18,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0018_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0018_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_last_seed2,SUCCESS,2026-04-28T11:18:43.004305,2026-04-28T11:20:11.026989,88.022684,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,23392865,2,,,gemini-2.5-pro,last,adversary_last,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+gemini-2.5-pro,2,100.0,200.0,0.0,3080.25,55.5,1337,1448,1448.0,100.0,100.0,100.0,1
19,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0019_game1_homogeneous_adversary_n2_comp_0p0_gpt_5p4_high_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0019_game1_homogeneous_adversary_n2_comp_0p0_gpt_5p4_high_first_seed1,SUCCESS,2026-04-28T11:28:48.309724,2026-04-28T11:30:09.738663,81.428939,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1300097136,1,,,gpt-5.4-high,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5.4-high+gpt-5-nano,2,100.0,200.0,0.0,5402.25,73.5,1337,1484,1484.0,100.0,100.0,100.0,1
20,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0020_game1_homogeneous_adversary_n2_comp_0p0_gpt_5p4_high_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0020_game1_homogeneous_adversary_n2_comp_0p0_gpt_5p4_high_first_seed2,SUCCESS,2026-04-28T11:29:19.477849,2026-04-28T11:30:46.863323,87.385474,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,162067401,2,,,gpt-5.4-high,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5.4-high+gpt-5-nano,2,100.0,200.0,0.0,5402.25,73.5,1337,1484,1484.0,100.0,100.0,100.0,1
21,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0021_game1_homogeneous_adversary_n2_comp_0p0_gpt_5p4_high_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0021_game1_homogeneous_adversary_n2_comp_0p0_gpt_5p4_high_last_seed1,SUCCESS,2026-04-28T11:29:20.031508,2026-04-28T11:31:19.170192,119.138684,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1130218751,1,,,gpt-5.4-high,last,adversary_last,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+gpt-5.4-high,2,100.0,200.0,0.0,5402.25,73.5,1337,1484,1484.0,100.0,100.0,100.0,1
22,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0022_game1_homogeneous_adversary_n2_comp_0p0_gpt_5p4_high_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0022_game1_homogeneous_adversary_n2_comp_0p0_gpt_5p4_high_last_seed2,SUCCESS,2026-04-28T11:29:20.033074,2026-04-28T11:32:04.072445,164.039371,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,242734482,2,,,gpt-5.4-high,last,adversary_last,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+gpt-5.4-high,2,100.0,200.0,0.0,5402.25,73.5,1337,1484,1484.0,100.0,100.0,100.0,1
43,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0043_game1_homogeneous_control_n2_comp_0p25_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0043_game1_homogeneous_control_n2_comp_0p25_seed1,SUCCESS,2026-04-28T11:29:49.074639,2026-04-28T11:32:30.363105,161.288466,game1,item_allocation,homogeneous_control,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,946172041,1,,,,,homogeneous_control,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+gpt-5-nano,1,74.0,148.0,0.10135135135135136,0.0,0.0,1337,1337,,,,,0
44,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0044_game1_homogeneous_control_n2_comp_0p25_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0044_game1_homogeneous_control_n2_comp_0p25_seed2,SUCCESS,2026-04-28T11:29:50.114068,2026-04-28T11:31:02.650268,72.5362,game1,item_allocation,homogeneous_control,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1670953281,2,,,,,homogeneous_control,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+gpt-5-nano,1,85.5,171.0,0.06725146198830409,0.0,0.0,1337,1337,,,,,0
45,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0045_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0045_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_first_seed1,SUCCESS,2026-04-28T11:29:50.113982,2026-04-28T11:31:14.599054,84.485072,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1904943296,1,,,amazon-nova-micro-v1.0,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,amazon-nova-micro-v1.0+gpt-5-nano,2,68.0,136.0,0.10294117647058823,2352.25,48.5,1240,1337,1240.0,54.0,82.0,82.0,1
46,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0046_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0046_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_first_seed2,SUCCESS,2026-04-28T11:30:52.826669,2026-04-28T11:31:52.360355,59.533686,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,379641325,2,,,amazon-nova-micro-v1.0,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,amazon-nova-micro-v1.0+gpt-5-nano,2,86.5,173.0,0.02601156069364162,2352.25,48.5,1240,1337,1240.0,82.0,91.0,91.0,1
47,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0047_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0047_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_last_seed1,SUCCESS,2026-04-28T11:30:52.831776,2026-04-28T11:31:40.612464,47.780688,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1240071252,1,,,amazon-nova-micro-v1.0,last,adversary_last,,True,True,1,False,True,,,0,0,0,1,0,2,gpt-5-nano+amazon-nova-micro-v1.0,2,69.5,139.0,0.11870503597122302,2352.25,48.5,1240,1337,1240.0,86.0,53.0,53.0,1
48,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0048_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0048_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_last_seed2,SUCCESS,2026-04-28T11:30:52.891213,2026-04-28T11:31:41.848274,48.957061,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,770976916,2,,,amazon-nova-micro-v1.0,last,adversary_last,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-5-nano+amazon-nova-micro-v1.0,2,84.5,169.0,0.07396449704142012,2352.25,48.5,1240,1337,1240.0,97.0,72.0,72.0,1
49,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0049_game1_homogeneous_adversary_n2_comp_0p25_gpt_4o_mini_2024_07_18_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0049_game1_homogeneous_adversary_n2_comp_0p25_gpt_4o_mini_2024_07_18_first_seed1,SUCCESS,2026-04-28T11:31:23.415388,2026-04-28T11:33:51.102262,147.686874,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,642943335,1,,,gpt-4o-mini-2024-07-18,first,adversary_first,,True,True,2,False,True,,,0,0,0,0,0,2,gpt-4o-mini-2024-07-18+gpt-5-nano,2,40.95,81.9,0.14835164835164835,100.0,10.0,1317,1337,1317.0,28.8,53.1,53.1,1
50,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0050_game1_homogeneous_adversary_n2_comp_0p25_gpt_4o_mini_2024_07_18_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_production_20260428_085255/runs/config_0050_game1_homogeneous_adversary_n2_comp_0p25_gpt_4o_mini_2024_07_18_first_seed2,SUCCESS,2026-04-28T11:31:23.586006,2026-04-28T11:32:37.605786,74.01978,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1157905321,2,,,gpt-4o-mini-2024-07-18,first,adversary_first,,True,True,1,False,True,,,0,0,0,0,0,2,gpt-4o-mini-2024-07-18+gpt-5-nano,2,67.0,134.0,0.1044776119402985,100.0,10.0,1317,1337,1317.0,53.0,81.0,81.0,1
