run_id,config_id,proposal_family,condition_role,same_model,n_agents,competition_level,replicate_id,field_id,random_seed,position,agent_id,utility,run_mean_utility,utility_minus_run_mean,consensus_reached,final_round,result_path,output_dir
config_0008,8,proposal1_invasion,control,gpt-5-nano,3,0.0,4,,4333,2,Agent_2,100.0,93.0,7.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_04/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_04/control
config_0008,8,proposal1_invasion,control,gpt-5-nano,3,0.0,4,,4333,3,Agent_3,100.0,93.0,7.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_04/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_04/control
config_0010,10,proposal1_invasion,control,gpt-5-nano,3,0.0,5,,4359,1,Agent_1,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_05/control
config_0010,10,proposal1_invasion,control,gpt-5-nano,3,0.0,5,,4359,2,Agent_2,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_05/control
config_0010,10,proposal1_invasion,control,gpt-5-nano,3,0.0,5,,4359,3,Agent_3,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_05/control
config_0012,12,proposal1_invasion,control,gpt-5-nano,3,0.0,6,,4385,1,Agent_1,90.0,90.0,0.0,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_06/control
config_0012,12,proposal1_invasion,control,gpt-5-nano,3,0.0,6,,4385,2,Agent_2,90.0,90.0,0.0,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_06/control
config_0012,12,proposal1_invasion,control,gpt-5-nano,3,0.0,6,,4385,3,Agent_3,90.0,90.0,0.0,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_06/control
config_0014,14,proposal1_invasion,control,gpt-5-nano,3,0.0,7,,4411,1,Agent_1,90.0,87.0,3.0,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_07/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_07/control
config_0014,14,proposal1_invasion,control,gpt-5-nano,3,0.0,7,,4411,2,Agent_2,90.0,87.0,3.0,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_07/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_07/control
config_0014,14,proposal1_invasion,control,gpt-5-nano,3,0.0,7,,4411,3,Agent_3,81.0,87.0,-6.0,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_07/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_07/control
config_0016,16,proposal1_invasion,control,gpt-5-nano,3,0.0,8,,4437,1,Agent_1,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_08/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_08/control
config_0016,16,proposal1_invasion,control,gpt-5-nano,3,0.0,8,,4437,2,Agent_2,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_08/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_08/control
config_0016,16,proposal1_invasion,control,gpt-5-nano,3,0.0,8,,4437,3,Agent_3,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_08/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_08/control
config_0018,18,proposal1_invasion,control,gpt-5-nano,3,0.0,9,,4463,1,Agent_1,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_09/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_09/control
config_0018,18,proposal1_invasion,control,gpt-5-nano,3,0.0,9,,4463,2,Agent_2,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_09/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_09/control
config_0018,18,proposal1_invasion,control,gpt-5-nano,3,0.0,9,,4463,3,Agent_3,100.0,100.0,0.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_09/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_09/control
config_0020,20,proposal1_invasion,control,gpt-5-nano,3,0.0,10,,4489,1,Agent_1,69.3,83.10000000000001,-13.800000000000011,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_10/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_10/control
config_0020,20,proposal1_invasion,control,gpt-5-nano,3,0.0,10,,4489,2,Agent_2,90.0,83.10000000000001,6.8999999999999915,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_10/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_10/control
config_0020,20,proposal1_invasion,control,gpt-5-nano,3,0.0,10,,4489,3,Agent_3,90.0,83.10000000000001,6.8999999999999915,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_10/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_10/control
config_0022,22,proposal1_invasion,control,gpt-5-nano,3,0.5,1,,4515,1,Agent_1,24.800580000000004,31.099140000000006,-6.298560000000002,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control
config_0022,22,proposal1_invasion,control,gpt-5-nano,3,0.5,1,,4515,2,Agent_2,43.10577000000001,31.099140000000006,12.006630000000001,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control
config_0022,22,proposal1_invasion,control,gpt-5-nano,3,0.5,1,,4515,3,Agent_3,25.391070000000003,31.099140000000006,-5.708070000000003,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control
config_0026,26,proposal1_invasion,control,gpt-5-nano,3,0.5,3,,4567,1,Agent_1,33.534000000000006,37.422000000000004,-3.887999999999998,True,4,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control
config_0026,26,proposal1_invasion,control,gpt-5-nano,3,0.5,3,,4567,2,Agent_2,27.702000000000005,37.422000000000004,-9.719999999999999,True,4,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control
config_0026,26,proposal1_invasion,control,gpt-5-nano,3,0.5,3,,4567,3,Agent_3,51.03000000000001,37.422000000000004,13.608000000000004,True,4,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control
config_0028,28,proposal1_invasion,control,gpt-5-nano,3,0.5,4,,4593,1,Agent_1,49.2075,39.584700000000005,9.622799999999998,True,5,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control
config_0028,28,proposal1_invasion,control,gpt-5-nano,3,0.5,4,,4593,2,Agent_2,36.0855,39.584700000000005,-3.499200000000002,True,5,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control
config_0028,28,proposal1_invasion,control,gpt-5-nano,3,0.5,4,,4593,3,Agent_3,33.4611,39.584700000000005,-6.123600000000003,True,5,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control
config_0030,30,proposal1_invasion,control,gpt-5-nano,3,0.5,5,,4619,1,Agent_1,54.91557000000001,30.508650000000006,24.406920000000003,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control
config_0030,30,proposal1_invasion,control,gpt-5-nano,3,0.5,5,,4619,2,Agent_2,36.610380000000006,30.508650000000006,6.10173,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control
config_0030,30,proposal1_invasion,control,gpt-5-nano,3,0.5,5,,4619,3,Agent_3,0.0,30.508650000000006,-30.508650000000006,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control
config_0032,32,proposal1_invasion,control,gpt-5-nano,3,0.5,6,,4645,1,Agent_1,40.74381,27.359370000000002,13.384440000000001,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control
config_0032,32,proposal1_invasion,control,gpt-5-nano,3,0.5,6,,4645,2,Agent_2,33.65793000000001,27.359370000000002,6.2985600000000055,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control
config_0032,32,proposal1_invasion,control,gpt-5-nano,3,0.5,6,,4645,3,Agent_3,7.676370000000001,27.359370000000002,-19.683,True,6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control
config_0034,34,proposal1_invasion,control,gpt-5-nano,3,0.5,7,,4671,1,Agent_1,61.2,56.4,4.800000000000004,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control
config_0034,34,proposal1_invasion,control,gpt-5-nano,3,0.5,7,,4671,2,Agent_2,54.9,56.4,-1.5,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control
config_0034,34,proposal1_invasion,control,gpt-5-nano,3,0.5,7,,4671,3,Agent_3,53.1,56.4,-3.299999999999997,True,2,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control
config_0036,36,proposal1_invasion,control,gpt-5-nano,3,0.5,8,,4697,1,Agent_1,31.492800000000003,36.3042,-4.811399999999999,True,5,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control
config_0036,36,proposal1_invasion,control,gpt-5-nano,3,0.5,8,,4697,2,Agent_2,40.0221,36.3042,3.7179,True,5,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control
config_0036,36,proposal1_invasion,control,gpt-5-nano,3,0.5,8,,4697,3,Agent_3,37.3977,36.3042,1.0934999999999988,True,5,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control
config_0038,38,proposal1_invasion,control,gpt-5-nano,3,0.5,9,,4723,1,Agent_1,54.0,60.0,-6.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/control
config_0038,38,proposal1_invasion,control,gpt-5-nano,3,0.5,9,,4723,2,Agent_2,48.0,60.0,-12.0,True,1,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/control
