pairing_id,proposal_family,focal_model,baseline_model,n_agents,competition_level,replicate_id,field_id,random_seed,status,focal_output_dir,control_output_dir,ecology_models,focal_agent_utility,control_agent_utility,utility_advantage_vs_nano,focal_consensus_reached,control_consensus_reached,focal_final_round,control_final_round,elo,short_name
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep1,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,1.0,,56515,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_01/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_01/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep10,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,10.0,,56749,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_10/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_10/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep2,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,2.0,,56541,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_02/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_02/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep3,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,3.0,,56567,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_03/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_03/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep4,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,4.0,,56593,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_04/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_04/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep5,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,5.0,,56619,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_05/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_05/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep6,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,6.0,,56645,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_06/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_06/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep7,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,7.0,,56671,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_07/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_07/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep8,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,8.0,,56697,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_08/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_08/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep9,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,9.0,,56723,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_09/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_09/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep1,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,1.0,,56775,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_01/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_01/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep10,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,10.0,,57009,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_10/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_10/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep2,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,2.0,,56801,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_02/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_02/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep3,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,3.0,,56827,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_03/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_03/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep4,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,4.0,,56853,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_04/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_04/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep5,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,5.0,,56879,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_05/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_05/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep6,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,6.0,,56905,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_06/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_06/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep7,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,7.0,,56931,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_07/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_07/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep8,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,8.0,,56957,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_08/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_08/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep9,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,9.0,,56983,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_09/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_09/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep1,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,1.0,,57035,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_01/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_01/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep10,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,10.0,,57269,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_10/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_10/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep2,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,2.0,,57061,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_02/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_02/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep3,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,3.0,,57087,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_03/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_03/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep4,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,4.0,,57113,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_04/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_04/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep5,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,5.0,,57139,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_05/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_05/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep6,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,6.0,,57165,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_06/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_06/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep7,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,7.0,,57191,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_07/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_07/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep8,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,8.0,,57217,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_08/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_08/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n3|comp1.0|rep9,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,3,1.0,9.0,,57243,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_09/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_1/rep_09/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n5|comp0.0|rep1,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,5,0.0,1.0,,57295,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_01/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_01/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n5|comp0.0|rep10,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,5,0.0,10.0,,57529,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_10/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_10/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n5|comp0.0|rep2,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,5,0.0,2.0,,57321,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_02/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_02/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n5|comp0.0|rep3,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,5,0.0,3.0,,57347,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_03/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_03/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n5|comp0.0|rep4,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,5,0.0,4.0,,57373,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_04/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_04/control,[],,,,,,,,1240,Nova Micro
proposal1|amazon-nova-micro-v1.0|n5|comp0.0|rep5,proposal1_invasion,amazon-nova-micro-v1.0,gpt-5-nano,5,0.0,5.0,,57399,INCOMPLETE,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_05/focal,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_5/comp_0/rep_05/control,[],,,,,,,,1240,Nova Micro
