config_id,result_path,run_dir,status,started_at,finished_at,duration_seconds,game_label,game_type,experiment_family,n_agents,m_items,n_issues,m_projects,competition_key,competition_value,competition_level,rho,theta,sigma,alpha,random_seed,seed_replicate,heterogeneous_run_index,heterogeneous_draw_seed,adversary_model,adversary_position,model_order,max_tokens_voting,parallel_phases,consensus_reached,final_round,audit_strict_voting_clean,strict_voting_clean,audit_synthetic_vote_count,audit_strict_bad_count,token_limit_marker_count,vote_fallback_log_marker_count,synthetic_vote_marker_count,synthetic_proposal_marker_count,provider_degradation_marker_count,agent_count_in_result,model_list,unique_model_count,mean_utility,sum_utility,utility_gini,elo_variance,elo_std,elo_min,elo_max,adversary_elo,adversary_utility,baseline_mean_utility,baseline_sum_utility,baseline_agent_count
13,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0013_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0013_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed1,SUCCESS,2026-04-27T04:09:34.005613,2026-04-27T04:10:49.697333,75.69172,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,228685859,1.0,,,claude-sonnet-4-20250514,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gpt-5-nano+claude-sonnet-4-20250514,2,100.0,200.0,0.0,676.0,26.0,1337,1389,1389.0,100.0,100.0,100.0,1
14,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0014_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0014_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed2,SUCCESS,2026-04-27T04:09:34.011714,2026-04-27T04:10:43.325724,69.31401,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,841717039,2.0,,,claude-sonnet-4-20250514,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gpt-5-nano+claude-sonnet-4-20250514,2,100.0,200.0,0.0,676.0,26.0,1337,1389,1389.0,100.0,100.0,100.0,1
17,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0017_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0017_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_last_seed1,SUCCESS,2026-04-27T04:10:04.719057,2026-04-27T04:21:12.986571,668.267514,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,933454065,1.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,True,True,0,0,36,0,0,0,0,2,gpt-5-nano+gemini-2.5-pro,2,100.0,200.0,0.0,3080.25,55.5,1337,1448,1448.0,100.0,100.0,100.0,1
24,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0024_game1_heterogeneous_random_n2_comp_0p0_run02/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0024_game1_heterogeneous_random_n2_comp_0p0_run02,SUCCESS,2026-04-27T04:11:06.019098,2026-04-27T04:12:21.741403,75.722305,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,447604093,,2.0,1194510113.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,o3-mini-high+amazon-nova-pro-v1.0,2,100.0,200.0,0.0,1332.25,36.5,1290,1363,,,,,0
25,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0025_game1_heterogeneous_random_n2_comp_0p0_run03/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0025_game1_heterogeneous_random_n2_comp_0p0_run03,SUCCESS,2026-04-27T04:11:37.184297,2026-04-27T04:12:12.400343,35.216046,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,599336621,,3.0,948230870.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gpt-4.1-nano-2025-04-14+claude-haiku-4-5-20251001,2,100.0,200.0,0.0,1806.25,42.5,1322,1407,,,,,0
26,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0026_game1_heterogeneous_random_n2_comp_0p0_run04/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0026_game1_heterogeneous_random_n2_comp_0p0_run04,SUCCESS,2026-04-27T04:11:36.523057,2026-04-27T04:13:00.261569,83.738512,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,252515790,,4.0,1451624864.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gemma-3-27b-it+o3-mini-high,2,100.0,200.0,0.0,1.0,1.0,1363,1365,,,,,0
27,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0027_game1_heterogeneous_random_n2_comp_0p0_run05/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0027_game1_heterogeneous_random_n2_comp_0p0_run05,SUCCESS,2026-04-27T04:11:36.492484,2026-04-27T04:12:27.662420,51.169936,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1440231607,,5.0,549476295.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,o3-mini-high+claude-sonnet-4-20250514,2,100.0,200.0,0.0,169.0,13.0,1363,1389,,,,,0
28,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0028_game1_heterogeneous_random_n2_comp_0p0_run06/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0028_game1_heterogeneous_random_n2_comp_0p0_run06,SUCCESS,2026-04-27T04:12:07.237286,2026-04-27T04:20:46.312834,519.075548,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1909218086,,6.0,1053666678.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,deepseek-r1-0528+claude-opus-4-5-20251101,2,100.0,200.0,0.0,529.0,23.0,1422,1468,,,,,0
29,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0029_game1_heterogeneous_random_n2_comp_0p0_run07/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0029_game1_heterogeneous_random_n2_comp_0p0_run07,SUCCESS,2026-04-27T04:12:07.313514,2026-04-27T04:14:24.731034,137.41752,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1250162347,,7.0,715282518.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gpt-5.4-high+claude-opus-4-6,2,100.0,200.0,0.0,56.25,7.5,1484,1499,,,,,0
30,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0030_game1_heterogeneous_random_n2_comp_0p0_run08/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0030_game1_heterogeneous_random_n2_comp_0p0_run08,SUCCESS,2026-04-27T04:12:07.313271,2026-04-27T04:22:52.987438,645.674167,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1625750770,,8.0,1628320228.0,,,sampled_random_order,768,True,True,4,True,True,0,0,0,0,0,5,0,2,claude-3-haiku-20240307+gemma-3-27b-it,2,63.423,126.846,0.07471264367816093,2756.25,52.5,1260,1365,,,,,0
31,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0031_game1_heterogeneous_random_n2_comp_0p0_run09/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0031_game1_heterogeneous_random_n2_comp_0p0_run09,SUCCESS,2026-04-27T04:13:08.234272,2026-04-27T04:13:44.487906,36.253634,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,707879583,,9.0,833154784.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gpt-4o-2024-05-13+amazon-nova-pro-v1.0,2,100.0,200.0,0.0,756.25,27.5,1290,1345,,,,,0
33,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0033_game1_heterogeneous_random_n2_comp_0p0_run11/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0033_game1_heterogeneous_random_n2_comp_0p0_run11,SUCCESS,2026-04-27T04:13:08.210589,2026-04-27T04:15:09.088820,120.878231,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,665617889,,11.0,448613543.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,llama-3.3-70b-instruct+qwen3-max-preview,2,100.0,200.0,0.0,3422.25,58.5,1318,1435,,,,,0
34,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0034_game1_heterogeneous_random_n2_comp_0p0_run12/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0034_game1_heterogeneous_random_n2_comp_0p0_run12,SUCCESS,2026-04-27T04:13:39.939326,2026-04-27T04:14:10.543205,30.603879,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,931159988,,12.0,864225577.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gpt-4o-2024-05-13+o3-mini-high,2,100.0,200.0,0.0,81.0,9.0,1345,1363,,,,,0
35,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0035_game1_heterogeneous_random_n2_comp_0p0_run13/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0035_game1_heterogeneous_random_n2_comp_0p0_run13,SUCCESS,2026-04-27T04:14:08.919882,2026-04-27T04:16:08.974122,120.05424,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,677166988,,13.0,1679453368.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,deepseek-v3+claude-haiku-4-5-20251001,2,100.0,200.0,0.0,600.25,24.5,1358,1407,,,,,0
36,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0036_game1_heterogeneous_random_n2_comp_0p0_run14/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0036_game1_heterogeneous_random_n2_comp_0p0_run14,SUCCESS,2026-04-27T04:14:09.603481,2026-04-27T04:15:10.181669,60.578188,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,2048416336,,14.0,1094590637.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gpt-4o-mini-2024-07-18+claude-opus-4-6,2,100.0,200.0,0.0,8281.0,91.0,1317,1499,,,,,0
37,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0037_game1_heterogeneous_random_n2_comp_0p0_run15/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0037_game1_heterogeneous_random_n2_comp_0p0_run15,SUCCESS,2026-04-27T04:14:09.487676,2026-04-27T04:15:34.532804,85.045128,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,849137476,,15.0,2124220770.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,qwen3-max-preview+o3-mini-high,2,100.0,200.0,0.0,1296.0,36.0,1363,1435,,,,,0
38,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0038_game1_heterogeneous_random_n2_comp_0p0_run16/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0038_game1_heterogeneous_random_n2_comp_0p0_run16,SUCCESS,2026-04-27T04:14:40.023172,2026-04-27T04:15:28.747814,48.724642,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,604287204,,16.0,1878084716.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,claude-opus-4-5-20251101+claude-sonnet-4-20250514,2,100.0,200.0,0.0,1560.25,39.5,1389,1468,,,,,0
39,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0039_game1_heterogeneous_random_n2_comp_0p0_run17/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0039_game1_heterogeneous_random_n2_comp_0p0_run17,SUCCESS,2026-04-27T04:14:40.505785,2026-04-27T04:16:55.017433,134.511648,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,255287567,,17.0,565609546.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,claude-opus-4-5-20251101+deepseek-v3,2,100.0,200.0,0.0,3025.0,55.0,1358,1468,,,,,0
40,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0040_game1_heterogeneous_random_n2_comp_0p0_run18/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0040_game1_heterogeneous_random_n2_comp_0p0_run18,SUCCESS,2026-04-27T04:14:40.505664,2026-04-27T04:16:21.610364,101.1047,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1437073893,,18.0,124401183.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gemma-3-27b-it+claude-opus-4-6,2,96.5,193.0,0.018134715025906734,4489.0,67.0,1365,1499,,,,,0
41,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0041_game1_heterogeneous_random_n2_comp_0p0_run19/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0041_game1_heterogeneous_random_n2_comp_0p0_run19,SUCCESS,2026-04-27T04:15:10.650743,2026-04-27T04:16:18.849830,68.199087,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1853255598,,19.0,1418412743.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,gemma-3-27b-it+gpt-4.1-nano-2025-04-14,2,91.0,182.0,0.04945054945054945,462.25,21.5,1322,1365,,,,,0
42,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0042_game1_heterogeneous_random_n2_comp_0p0_run20/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0042_game1_heterogeneous_random_n2_comp_0p0_run20,SUCCESS,2026-04-27T04:15:10.911599,2026-04-27T04:16:46.064530,95.152931,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1590693027,,20.0,518761093.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,2,claude-opus-4-5-20251101+llama-3.3-70b-instruct,2,100.0,200.0,0.0,5625.0,75.0,1318,1468,,,,,0
48,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0048_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0048_game1_homogeneous_adversary_n2_comp_0p25_amazon_nova_micro_v1p0_last_seed2,SUCCESS,2026-04-27T04:16:11.748383,2026-04-27T04:17:28.206659,76.458276,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,770976916,2.0,,,amazon-nova-micro-v1.0,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,5,0,2,gpt-5-nano+amazon-nova-micro-v1.0,2,84.5,169.0,0.07396449704142012,2352.25,48.5,1240,1337,1240.0,97.0,72.0,72.0,1
