config_id,result_path,run_dir,status,started_at,finished_at,duration_seconds,game_label,game_type,experiment_family,n_agents,m_items,n_issues,m_projects,competition_key,competition_value,competition_level,rho,theta,sigma,alpha,random_seed,seed_replicate,heterogeneous_run_index,heterogeneous_draw_seed,adversary_model,adversary_position,model_order,max_tokens_voting,parallel_phases,consensus_reached,final_round,audit_strict_voting_clean,strict_voting_clean,audit_synthetic_vote_count,audit_strict_bad_count,token_limit_marker_count,vote_fallback_log_marker_count,synthetic_vote_marker_count,synthetic_proposal_marker_count,provider_degradation_marker_count,agent_id,agent_index,model,model_short,role,elo,final_utility
6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0006_game1_homogeneous_adversary_n2_comp_0p0_amazon_nova_micro_v1p0_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0006_game1_homogeneous_adversary_n2_comp_0p0_amazon_nova_micro_v1p0_last_seed2,SUCCESS,2026-04-27T04:08:00.461792,2026-04-27T04:09:39.076443,98.614651,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1386065904,2.0,,,amazon-nova-micro-v1.0,last,adversary_last,768,True,True,2,True,True,0,0,0,0,0,1,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,90.0
6,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0006_game1_homogeneous_adversary_n2_comp_0p0_amazon_nova_micro_v1p0_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0006_game1_homogeneous_adversary_n2_comp_0p0_amazon_nova_micro_v1p0_last_seed2,SUCCESS,2026-04-27T04:08:00.461792,2026-04-27T04:09:39.076443,98.614651,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1386065904,2.0,,,amazon-nova-micro-v1.0,last,adversary_last,768,True,True,2,True,True,0,0,0,0,0,1,0,Agent_2,2,amazon-nova-micro-v1.0,Nova Micro,adversary,1240,61.2
7,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0007_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0007_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_first_seed1,SUCCESS,2026-04-27T04:08:31.646786,2026-04-27T04:29:59.129196,1287.48241,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1847834857,1.0,,,gpt-4o-mini-2024-07-18,first,adversary_first,768,True,True,2,False,False,0,11,22,0,0,0,0,Agent_1,1,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,1317,90.0
7,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0007_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0007_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_first_seed1,SUCCESS,2026-04-27T04:08:31.646786,2026-04-27T04:29:59.129196,1287.48241,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1847834857,1.0,,,gpt-4o-mini-2024-07-18,first,adversary_first,768,True,True,2,False,False,0,11,22,0,0,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,90.0
8,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0008_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0008_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_first_seed2,SUCCESS,2026-04-27T04:08:30.835256,2026-04-27T04:09:16.310805,45.475549,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,452019306,2.0,,,gpt-4o-mini-2024-07-18,first,adversary_first,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_1,1,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,1317,100.0
8,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0008_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0008_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_first_seed2,SUCCESS,2026-04-27T04:08:30.835256,2026-04-27T04:09:16.310805,45.475549,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,452019306,2.0,,,gpt-4o-mini-2024-07-18,first,adversary_first,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
9,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0009_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0009_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_last_seed1,SUCCESS,2026-04-27T04:08:30.879521,2026-04-27T04:09:29.085295,58.205774,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1813537612,1.0,,,gpt-4o-mini-2024-07-18,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
9,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0009_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0009_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_last_seed1,SUCCESS,2026-04-27T04:08:30.879521,2026-04-27T04:09:29.085295,58.205774,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1813537612,1.0,,,gpt-4o-mini-2024-07-18,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_2,2,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,1317,100.0
10,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0010_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0010_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_last_seed2,SUCCESS,2026-04-27T04:09:01.517221,2026-04-27T04:10:30.338773,88.821552,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1157628703,2.0,,,gpt-4o-mini-2024-07-18,last,adversary_last,768,True,True,1,False,False,0,3,6,0,0,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,70.0
10,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0010_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0010_game1_homogeneous_adversary_n2_comp_0p0_gpt_4o_mini_2024_07_18_last_seed2,SUCCESS,2026-04-27T04:09:01.517221,2026-04-27T04:10:30.338773,88.821552,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1157628703,2.0,,,gpt-4o-mini-2024-07-18,last,adversary_last,768,True,True,1,False,False,0,3,6,0,0,0,0,Agent_2,2,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,1317,100.0
11,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0011_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0011_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed1,SUCCESS,2026-04-27T04:09:01.895240,2026-04-27T04:09:55.940879,54.045639,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,74066326,1.0,,,claude-sonnet-4-20250514,first,adversary_first,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_1,1,claude-sonnet-4-20250514,Sonnet 4,adversary,1389,100.0
11,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0011_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0011_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed1,SUCCESS,2026-04-27T04:09:01.895240,2026-04-27T04:09:55.940879,54.045639,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,74066326,1.0,,,claude-sonnet-4-20250514,first,adversary_first,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
12,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0012_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0012_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed2,SUCCESS,2026-04-27T04:09:01.896901,2026-04-27T04:09:58.733340,56.836439,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1995338889,2.0,,,claude-sonnet-4-20250514,first,adversary_first,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_1,1,claude-sonnet-4-20250514,Sonnet 4,adversary,1389,100.0
12,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0012_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0012_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_first_seed2,SUCCESS,2026-04-27T04:09:01.896901,2026-04-27T04:09:58.733340,56.836439,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1995338889,2.0,,,claude-sonnet-4-20250514,first,adversary_first,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
13,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0013_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0013_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed1,SUCCESS,2026-04-27T04:09:34.005613,2026-04-27T04:10:49.697333,75.69172,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,228685859,1.0,,,claude-sonnet-4-20250514,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
13,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0013_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0013_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed1,SUCCESS,2026-04-27T04:09:34.005613,2026-04-27T04:10:49.697333,75.69172,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,228685859,1.0,,,claude-sonnet-4-20250514,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_2,2,claude-sonnet-4-20250514,Sonnet 4,adversary,1389,100.0
14,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0014_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0014_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed2,SUCCESS,2026-04-27T04:09:34.011714,2026-04-27T04:10:43.325724,69.31401,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,841717039,2.0,,,claude-sonnet-4-20250514,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
14,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0014_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0014_game1_homogeneous_adversary_n2_comp_0p0_claude_sonnet_4_20250514_last_seed2,SUCCESS,2026-04-27T04:09:34.011714,2026-04-27T04:10:43.325724,69.31401,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,841717039,2.0,,,claude-sonnet-4-20250514,last,adversary_last,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_2,2,claude-sonnet-4-20250514,Sonnet 4,adversary,1389,100.0
15,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0015_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0015_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed1,SUCCESS,2026-04-27T04:09:34.623020,2026-04-27T04:41:12.606955,1897.983935,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1812699210,1.0,,,gemini-2.5-pro,first,adversary_first,768,True,True,2,False,False,2,9,97,1,2,0,0,Agent_1,1,gemini-2.5-pro,Gemini 2.5 Pro,adversary,1448,90.0
15,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0015_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0015_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed1,SUCCESS,2026-04-27T04:09:34.623020,2026-04-27T04:41:12.606955,1897.983935,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1812699210,1.0,,,gemini-2.5-pro,first,adversary_first,768,True,True,2,False,False,2,9,97,1,2,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,90.0
16,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0016_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0016_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed2,SUCCESS,2026-04-27T04:10:04.677636,2026-04-27T04:15:34.878332,330.200696,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1885054826,2.0,,,gemini-2.5-pro,first,adversary_first,768,True,True,1,False,False,0,3,14,0,0,0,0,Agent_1,1,gemini-2.5-pro,Gemini 2.5 Pro,adversary,1448,100.0
16,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0016_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0016_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_first_seed2,SUCCESS,2026-04-27T04:10:04.677636,2026-04-27T04:15:34.878332,330.200696,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1885054826,2.0,,,gemini-2.5-pro,first,adversary_first,768,True,True,1,False,False,0,3,14,0,0,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
17,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0017_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0017_game1_homogeneous_adversary_n2_comp_0p0_gemini_2p5_pro_last_seed1,SUCCESS,2026-04-27T04:10:04.719057,2026-04-27T04:21:12.986571,668.267514,game1,item_allocation,homogeneous_adversary,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,933454065,1.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,True,True,0,0,36,0,0,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
