game_label,n_agents,competition_key,model,model_short,elo,agent_run_count,final_utility_mean,final_utility_std
game1,4,comp=0.00,o3-mini-high,o3-mini-high,1363,1,100.0,
game1,4,comp=0.00,claude-sonnet-4-20250514,Sonnet 4,1389,1,100.0,
game1,4,comp=0.00,qwen3-max-preview,Qwen3 Max,1435,1,100.0,
game1,4,comp=0.00,claude-opus-4-5-20251101,Opus 4.5,1468,1,100.0,
game1,4,comp=0.00,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,100.0,
game1,4,comp=0.00,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,1,100.0,
game1,4,comp=0.00,claude-opus-4-6,Opus 4.6,1499,1,100.0,
game1,4,comp=0.00,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,3,100.0,0.0
game1,4,comp=0.25,claude-3-haiku-20240307,Claude 3 Haiku,1260,1,48.6,
game1,4,comp=0.25,deepseek-v3,DeepSeek V3,1358,1,54.9,
game1,4,comp=0.25,o3-mini-high,o3-mini-high,1363,1,53.0,
game1,4,comp=0.25,claude-haiku-4-5-20251001,Haiku 4.5,1407,1,74.7,
game1,4,comp=0.25,qwen3-max-preview,Qwen3 Max,1435,1,68.0,
game1,4,comp=0.25,claude-opus-4-5-20251101,Opus 4.5,1468,1,58.5,
game1,4,comp=0.25,gpt-5.4-high,GPT-5.4 High,1484,1,77.0,
game1,4,comp=0.25,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,1,70.0,
game1,4,comp=0.50,command-r-plus-08-2024,Command R+,1276,1,31.0,
game1,4,comp=0.50,amazon-nova-pro-v1.0,Nova Pro,1290,1,43.2,
game1,4,comp=0.50,llama-3.3-70b-instruct,Llama 3.3 70B,1318,1,65.0,
game1,4,comp=0.50,o3-mini-high,o3-mini-high,1363,1,54.0,
game1,4,comp=0.50,claude-sonnet-4-20250514,Sonnet 4,1389,1,46.800000000000004,
game1,4,comp=0.50,claude-opus-4-5-20251101,Opus 4.5,1468,1,48.6,
game1,4,comp=0.50,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,45.0,
game1,4,comp=0.50,claude-opus-4-6,Opus 4.6,1499,1,52.0,
game1,4,comp=0.75,claude-3-haiku-20240307,Claude 3 Haiku,1260,2,25.0,19.79898987322333
game1,4,comp=0.75,llama-3.3-70b-instruct,Llama 3.3 70B,1318,3,33.666666666666664,10.785793124908956
game1,4,comp=0.75,o3-mini-high,o3-mini-high,1363,2,57.0,21.213203435596427
game1,4,comp=0.75,claude-sonnet-4-20250514,Sonnet 4,1389,1,39.0,
game1,4,comp=0.75,qwen3-max-preview,Qwen3 Max,1435,2,42.5,0.7071067811865476
game1,4,comp=0.75,claude-opus-4-5-20251101,Opus 4.5,1468,1,41.0,
game1,4,comp=0.75,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,1,43.0,
game1,4,comp=1.00,llama-3.3-70b-instruct,Llama 3.3 70B,1318,1,24.3,
game1,4,comp=1.00,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,2,17.25,5.303300858899107
game1,4,comp=1.00,gpt-4o-2024-05-13,GPT-4o,1345,2,14.200000000000001,13.010764773832475
game1,4,comp=1.00,o3-mini-high,o3-mini-high,1363,1,24.3,
game1,4,comp=1.00,gemma-3-27b-it,Gemma 3 27B,1365,1,25.0,
game1,4,comp=1.00,claude-haiku-4-5-20251001,Haiku 4.5,1407,1,18.900000000000002,
game1,4,comp=1.00,deepseek-r1-0528,DeepSeek R1-0528,1422,1,25.0,
game1,4,comp=1.00,qwen3-max-preview,Qwen3 Max,1435,1,26.1,
game1,4,comp=1.00,claude-opus-4-5-20251101,Opus 4.5,1468,1,27.900000000000002,
game1,4,comp=1.00,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,21.6,
game1,4,comp=1.00,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,1,18.0,
game1,4,comp=1.00,gpt-5.4-high,GPT-5.4 High,1484,1,32.0,
game1,4,comp=1.00,claude-opus-4-6,Opus 4.6,1499,1,38.0,
game1,4,comp=1.00,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,1,36.0,
