path,roles,audit_ids
/scratch/gpfs/DANQIC/jz4391/bargain/.venv/pyvenv.cfg,support,e43
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/baseline_label_update_20260907/render.py,analysis,e22;e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/benchmark_trends_over20.csv,provenance,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/broad_benchmark_scores_matched.csv,provenance,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/provenance.json,provenance,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/sources/artificial_analysis_models_20260816.html,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/sources/gpqa_hf_leaderboard_20260816.json,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/sources/helm_lite_v1.13.0_core_scenarios.json,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/sources/hle_scale_leaderboard_20260816.html,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/sources/livebench_categories_2024_11_25.json,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/sources/livebench_table_2024_11_25.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/sources/mmlu_pro_space_config_20260816.json,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/capability_metric_robustness_20260816/sources/open_llm_leaderboard_contents_20260816.parquet,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_13_label_review_20260906/paper_installation.json,provenance,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_13_label_review_20260906/provenance.json,provenance,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_13_label_review_20260906/render.py,analysis,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260816/figure_08_payoff_variance_aggregate.csv,analysis;data,e16;e17;e18
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260816/figure_08_payoff_variance_model_values.csv,analysis;data,e16;e17;e18
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260816/gemini_coalition_dialogue_slide.pptx,provenance,e27
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260816/gemini_coalition_dialogue_slide_inline_membership.pptx,provenance,e27
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260816/recreate.py,analysis,e16;e17;e18
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_02/history_evidence.json,provenance,e01;e03
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_02/recreated/input_manifest.csv,provenance,e01;e02;e03
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_02/recreated/model_runtime_labels.csv,provenance,e01
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_02/recreated/raw_verification.json,provenance,e02
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_02/recreated/transcript_role_discrepancies.json,provenance,e34;e01
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_02/scripts/rebuild_raw_inputs.py,analysis;provenance,e01;e02;e03
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/output/bilateral_raw_source.csv,data,e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/output/environment.json,provenance,e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/output/input_hashes.csv,provenance,e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/output/original_game2/summary_bilateral_exact.csv,data,e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/endpoint_producer.py,analysis,e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/fairshare_producer.py,analysis,e19;e20;e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/original_aug08.py,analysis,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/original_fairness_source.py,analysis,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/raw_metrics.py,analysis,e19;e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/rebuild_data.py,analysis,e19;e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/render_combined.py,analysis,e19;e20;e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/render_retained_values.py,analysis,e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/replay_endpoint_environment.py,analysis,e20
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_03/scripts/replay_original_game2.py,analysis,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_04/recreated/annotation_verification_rows.jsonl,provenance,e24
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_04/recreated/raw_input_manifest.csv,provenance,e24
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_04/scripts/data_source.py,analysis,e24
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_04/scripts/original_migration_source.py,analysis,e24
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_04/scripts/recreate.py,analysis,e24
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_04/scripts/render_figure.py,analysis,e24
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_04/scripts/verify_annotation_details.py,analysis,e24
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_05/config_result_differences.json,analysis,e08
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_05/input_hashes.csv,analysis,e09
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_05/scripts/raw_source_snapshot.py,analysis,e07;e09
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_05/scripts/recreate.py,analysis,e07;e08;e09
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_06/contaminated_runs.json,provenance,e10
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_06/raw_input_manifest.csv,provenance,e10
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_06/run_provenance.jsonl,provenance,e10
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_07/data/homogeneous_structured_integrity_findings.json,analysis,e18
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_07/data/raw_input_provenance.jsonl,analysis,e18
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_07/scripts/inspect_proposal_integrity.py,analysis,e18
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_07/scripts/recreate.py,analysis,e18
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_08/evidence/raw_data_coverage.json,provenance,e27
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_08/evidence/transcript_and_outcome_provenance.json,provenance,e27
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_08/scripts/make_gemini_coalition_dialogue_slide.py,analysis,e27
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_08/scripts/make_gemini_coalition_dialogue_slide_inline_membership.py,analysis,e27
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_08/scripts/recreate.py,analysis,e27
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/audit_inputs.py,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/history_selected_records.json,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/input_hashes.csv,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/original_judge_model_provenance.json,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/plot_coalition_proposed_accepted_by_game_20260823.py,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/plot_game1_coalition_conversion_by_family_20260823.py,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/raw_case_evidence.json,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/raw_config_provenance.json,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/recreate.py,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/report.md,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_09/selected_ballots.json,provenance,e26
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_11/compare.py,provenance,e29
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_11/comparison.json,provenance,e29
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_11/recreate.py,provenance,e29
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_11/report.md,provenance,e29
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_11/source_evidence.json,provenance,e29
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_11/verify_raw.py,provenance,e29
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_12/data/gemini_identity_verification.json,provenance,e35
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_12/data/invalid_game1_partitions.json,provenance,e35
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_12/data/missing_utilities.json,provenance,e35
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_12/data/raw_verification.csv,provenance,e35
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_12/data/runtime_model_verification.json,provenance,e35
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_12/scripts/analyze_lmarena_elo_refresh.py,provenance,e35
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_12/scripts/reproduce.py,analysis,e35
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/benchmark_scores.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/experiment_index_manifest.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/history_evidence.json,provenance,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/inspect_runtime_provenance.py,analysis,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/model_game_payoffs.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/panel_joined_data.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/panel_statistics.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/producer_snapshot.py,analysis,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/raw_input_manifest.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/recreate.py,analysis,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/run_config_provenance.jsonl,provenance,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/runtime_role_discrepancies.json,provenance,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/runtime_transcript_manifest.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/source_manifest.csv,data,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_13/verify_cohort.py,analysis,e36
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_14/raw_input_manifest.csv,provenance,e22
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_14/recreate.py,analysis,e22;e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_14/run_provenance.csv,provenance,e22
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_14/summary.csv,data,e22;e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_15/homogeneous_adversary_baseline_only_vs_all_payoff_gini_summary.csv,data,e22;e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_15/original_plot_homogeneous_adversary_baseline_vs_all_gini.py,analysis,e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_15/raw_config_provenance.json,provenance,e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_15/raw_run_metrics.csv,provenance,e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_15/recreate.py,analysis,e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_15/render_figure_15.py,analysis,e23
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_16/reproduce.py,analysis,e02;e03
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_17/commands.sh,support,e31
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_17/input_script_hashes.json,provenance,e31
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_17/raw_input_provenance.json,provenance,e31
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_17/scripts/recreate_figure17.py,analysis,e31
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_17/scripts/verify_provenance.py,analysis,e31
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_18/empty_preference_diagnostic.json,provenance,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_18/fit_coefficients.csv,provenance,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_18/input_manifest.csv,provenance,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_18/provenance.json,provenance,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_18/raw_derived_primary_runs_with_metrics.csv,provenance,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_18/scripts/check_empty_preferences.py,analysis,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_18/scripts/reconstruct.py,analysis,e19
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_19/input_hashes.json,provenance,e04;e06
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_19/raw_verification.json,provenance,e04
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_19/recreate.py,analysis;provenance,e04;e06
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_19/versioned_sources.json,provenance,e04;e06
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_20/input_manifest.json,provenance,e32
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_20/provenance.json,provenance,e32
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_20/reproduce.py,analysis,e32
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_20/scripts/4ef9d4ff_/plot_full_games123_clean_subset.py,provenance,e32
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_21/excluded_index_rows.json,provenance,e33
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_21/input_and_script_hashes.json,provenance,e33
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_21/raw_rebuilt_primary_runs.csv,provenance,e33
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_21/raw_verification.json,provenance,e33
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_21/scripts/rebuild_raw_input.py,analysis,e33
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_21/transcript_round_checks.csv,provenance,e33
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/input_and_script_hashes.json,provenance,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/linear_fits.csv,provenance,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/preference_pairs.csv,provenance,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/realized_agent_exceptions.json,provenance,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/resolved_configurations.json,provenance,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/run_level_data.csv,provenance,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/scripts/audit_details.py,analysis,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/scripts/plot_source.py,analysis,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_22/scripts/recreate.py,analysis,e34
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/outputs/base_game2_input_manifest.json,provenance,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/outputs/base_other_input_manifest.json,provenance,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/outputs/homogeneous_input_manifest.json,provenance,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/scripts/audit_inputs.py,provenance,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/scripts/cohort_source.py,analysis,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/scripts/fairness_source.py,analysis,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/scripts/plot_source.py,analysis,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/scripts/recompute.py,analysis,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_23/scripts/render.py,analysis,e21
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_24/raw_input_manifest.csv,provenance,e14;e15
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_24/reproduce.py,analysis,e13;e15
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_25/raw_manifest.csv,analysis;provenance,e13;e15
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_25/render.py,analysis,e15
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_26/data/input_manifest.json,analysis,e13
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_26/data/raw_run_metrics.csv,provenance,e14;e15
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_26/scripts/plot_source.py,analysis,e13;e15
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_26/scripts/recreate.py,analysis,e13;e15
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_27/scripts/original_analysis_4ef9d4f.py,analysis;provenance,e10;e11
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_27/scripts/recreate.py,analysis,e11
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_28/scripts/compare_assets.py,analysis,e11
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_28/scripts/producer_snapshot.py,analysis,e11
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_28/scripts/recreate.py,analysis,e11
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_29/fitted_slopes.csv,provenance,e12
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_29/input_hashes.json,provenance,e12
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_29/integrity_findings.json,provenance,e12
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_29/scripts/analyze_n2_plus_multiagent_comparison.snapshot.py,analysis,e11
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_29/scripts/plot_figure25_heterogeneous_competition_clean.py,analysis,e11
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_29/scripts/plot_full_games123_clean_subset.snapshot.py,analysis,e11
/scratch/gpfs/DANQIC/jz4391/bargain/analysis/figure_recreation_20260905/figure_29/scripts/recreate.py,analysis,e11;e12
