game_label,competition_key,competition_value,model,model_short,elo,agent_run_count,final_utility_mean,final_utility_std
game1,comp=0.25,0.25,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,14,64.69285714285715,12.900117130399314
game1,comp=0.50,0.5,amazon-nova-micro-v1.0,Nova Micro,1240,14,31.771428571428572,20.883723090241602
game1,comp=0.50,0.5,claude-3-haiku-20240307,Claude 3 Haiku,1260,15,40.980000000000004,23.361574066341138
game1,comp=0.50,0.5,command-r-plus-08-2024,Command R+,1276,9,37.544444444444444,15.606898403519446
game1,comp=0.50,0.5,amazon-nova-pro-v1.0,Nova Pro,1290,10,42.05,13.288110809625607
game1,comp=0.50,0.5,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,9,42.855555555555554,18.63418304562284
game1,comp=0.50,0.5,llama-3.3-70b-instruct,Llama 3.3 70B,1318,8,43.4125,20.90156778125234
game1,comp=0.50,0.5,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,8,30.2025,25.833556112710685
game1,comp=0.50,0.5,gpt-5-nano-high,GPT-5-nano,1337,5,40.1,23.05536813846181
game1,comp=0.50,0.5,gpt-4o-2024-05-13,GPT-4o,1345,13,44.53076923076923,16.047293884815627
game1,comp=0.50,0.5,deepseek-v3,DeepSeek V3,1358,8,43.425,10.518792706389833
game1,comp=0.50,0.5,o3-mini-high,o3-mini-high,1363,9,46.111111111111114,20.514899734366512
game1,comp=0.50,0.5,gemma-3-27b-it,Gemma 3 27B,1365,10,35.290000000000006,18.075240892816158
game1,comp=0.50,0.5,claude-sonnet-4-20250514,Sonnet 4,1389,8,42.3625,5.945931982696837
game1,comp=0.50,0.5,claude-haiku-4-5-20251001,Haiku 4.5,1407,13,50.723076923076924,16.61210170559171
game1,comp=0.50,0.5,deepseek-r1-0528,DeepSeek R1-0528,1422,10,47.89,12.548966314225073
game1,comp=0.50,0.5,qwen3-max-preview,Qwen3 Max,1435,8,41.58375,13.48717267575804
game1,comp=0.50,0.5,gemini-2.5-pro,Gemini 2.5 Pro,1448,13,44.12307692307692,22.971908709195013
game1,comp=0.50,0.5,claude-opus-4-5-20251101,Opus 4.5,1468,12,43.699999999999996,19.004257896108925
game1,comp=0.50,0.5,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,13,49.25384615384615,9.936684170672445
game1,comp=0.50,0.5,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,12,51.44166666666666,15.527187788072268
game1,comp=0.50,0.5,gpt-5.4-high,GPT-5.4 High,1484,10,53.56,20.063853623424944
game1,comp=0.50,0.5,gemini-3.1-pro,gemini-3.1-pro,1494,11,50.972727272727276,16.739718689935675
game1,comp=0.50,0.5,claude-opus-4-6,Opus 4.6,1499,8,55.2,19.27633634426269
game1,comp=0.50,0.5,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,16,51.075,15.410234694297596
game1,comp=0.75,0.75,amazon-nova-micro-v1.0,Nova Micro,1240,13,32.69861538461539,16.233745252500327
game1,comp=0.75,0.75,claude-3-haiku-20240307,Claude 3 Haiku,1260,14,31.519857142857145,17.00662058799972
game1,comp=0.75,0.75,command-r-plus-08-2024,Command R+,1276,9,25.555444444444447,15.483411018821977
game1,comp=0.75,0.75,amazon-nova-pro-v1.0,Nova Pro,1290,4,41.875,17.635830005984978
game1,comp=0.75,0.75,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,4,27.8485,19.001879091289894
game1,comp=0.75,0.75,llama-3.3-70b-instruct,Llama 3.3 70B,1318,11,27.339545454545455,17.18325034074541
game1,comp=0.75,0.75,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,11,18.895454545454545,14.368945238698881
game1,comp=0.75,0.75,gpt-5-nano-high,GPT-5-nano,1337,7,32.214285714285715,19.020289918174978
game1,comp=0.75,0.75,gpt-4o-2024-05-13,GPT-4o,1345,14,34.496428571428574,18.569986374686543
game1,comp=0.75,0.75,deepseek-v3,DeepSeek V3,1358,7,26.928571428571427,8.424708557909543
game1,comp=0.75,0.75,o3-mini-high,o3-mini-high,1363,10,31.413,20.127563218410494
game1,comp=0.75,0.75,gemma-3-27b-it,Gemma 3 27B,1365,5,24.254,10.121688594300855
game1,comp=0.75,0.75,claude-sonnet-4-20250514,Sonnet 4,1389,13,40.26146153846154,15.322277064323615
game1,comp=0.75,0.75,claude-haiku-4-5-20251001,Haiku 4.5,1407,9,35.824444444444445,15.178437099312225
game1,comp=0.75,0.75,deepseek-r1-0528,DeepSeek R1-0528,1422,10,29.47,11.181338619920842
game1,comp=0.75,0.75,qwen3-max-preview,Qwen3 Max,1435,6,31.166666666666668,12.367969383316998
game1,comp=0.75,0.75,gemini-2.5-pro,Gemini 2.5 Pro,1448,8,42.55,15.437153697677374
game1,comp=0.75,0.75,claude-opus-4-5-20251101,Opus 4.5,1468,4,39.6725,8.178571085464744
game1,comp=0.75,0.75,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,9,50.81888888888889,20.217590388350217
game1,comp=0.75,0.75,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,41.775,14.773935381836033
game1,comp=0.75,0.75,gpt-5.4-high,GPT-5.4 High,1484,12,39.51375,20.50668395747636
game1,comp=0.75,0.75,gemini-3.1-pro,gemini-3.1-pro,1494,12,41.746500000000005,13.548477462263223
game1,comp=0.75,0.75,claude-opus-4-6,Opus 4.6,1499,10,40.339999999999996,12.06760585663582
game1,comp=0.75,0.75,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,8,44.04825,18.177376722178586
game1,comp=1.00,1.0,amazon-nova-micro-v1.0,Nova Micro,1240,15,21.66,21.92685242215255
game1,comp=1.00,1.0,claude-3-haiku-20240307,Claude 3 Haiku,1260,13,16.85153846153846,12.346397481420675
game1,comp=1.00,1.0,command-r-plus-08-2024,Command R+,1276,6,7.666666666666667,3.3868372660443353
game1,comp=1.00,1.0,amazon-nova-pro-v1.0,Nova Pro,1290,10,24.1145851,19.15356604007254
game1,comp=1.00,1.0,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,10,13.937800000000001,6.102696995773446
game1,comp=1.00,1.0,llama-3.3-70b-instruct,Llama 3.3 70B,1318,11,25.869575454545455,12.531683027671395
game1,comp=1.00,1.0,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,8,11.322608625,8.657959098553405
game1,comp=1.00,1.0,gpt-5-nano-high,GPT-5-nano,1337,4,25.8,17.8864939735731
game1,comp=1.00,1.0,gpt-4o-2024-05-13,GPT-4o,1345,6,15.051258833333334,4.537627362837121
game1,comp=1.00,1.0,deepseek-v3,DeepSeek V3,1358,9,27.255555555555556,23.4044371386662
game1,comp=1.00,1.0,o3-mini-high,o3-mini-high,1363,14,27.11322733392857,16.713361850283963
game1,comp=1.00,1.0,gemma-3-27b-it,Gemma 3 27B,1365,5,19.6091702,10.099705370100665
game1,comp=1.00,1.0,claude-sonnet-4-20250514,Sonnet 4,1389,6,19.373920000000002,15.697085519242098
game1,comp=1.00,1.0,claude-haiku-4-5-20251001,Haiku 4.5,1407,5,20.380000000000003,10.034789484588105
game1,comp=1.00,1.0,deepseek-r1-0528,DeepSeek R1-0528,1422,7,25.314285714285713,19.0086321243296
game1,comp=1.00,1.0,qwen3-max-preview,Qwen3 Max,1435,7,23.910285714285717,12.801502798685865
game1,comp=1.00,1.0,gemini-2.5-pro,Gemini 2.5 Pro,1448,7,16.60571428571429,6.437874538341717
game1,comp=1.00,1.0,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,7,31.185714285714287,17.11027260365622
game1,comp=1.00,1.0,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,11,19.663636363636364,7.5955609045379555
game1,comp=1.00,1.0,gpt-5.4-high,GPT-5.4 High,1484,10,19.516,15.458155129251356
game1,comp=1.00,1.0,gemini-3.1-pro,gemini-3.1-pro,1494,8,33.565685,19.909958835706174
game1,comp=1.00,1.0,claude-opus-4-6,Opus 4.6,1499,13,36.08461538461539,23.311901329358435
game1,comp=1.00,1.0,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,14,21.716108016071427,12.768416213879162
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,amazon-nova-micro-v1.0,Nova Micro,1240,4,50.587500000000006,19.71730944288969
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,74.55250000000001,6.588274306169513
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,command-r-plus-08-2024,Command R+,1276,3,64.653,7.9499740251148
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,amazon-nova-pro-v1.0,Nova Pro,1290,4,63.115,12.389744414904882
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,4,84.845,4.185407188474426
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,73.43249999999999,15.463422163285848
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,3,66.82866666666666,12.04369649789189
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gpt-5-nano-high,GPT-5-nano,1337,1,79.03,
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gpt-4o-2024-05-13,GPT-4o,1345,5,76.718,8.67567691883463
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,deepseek-v3,DeepSeek V3,1358,5,84.034,6.027680316672415
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,o3-mini-high,o3-mini-high,1363,3,84.24,0.5086255990411683
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gemma-3-27b-it,Gemma 3 27B,1365,3,54.29333333333333,13.953280378940752
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,claude-sonnet-4-20250514,Sonnet 4,1389,5,78.4702,13.763701544279428
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,claude-haiku-4-5-20251001,Haiku 4.5,1407,4,86.83000000000001,6.659114055187823
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,deepseek-r1-0528,DeepSeek R1-0528,1422,3,79.99333333333333,5.9840565950977735
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,qwen3-max-preview,Qwen3 Max,1435,6,87.39833333333333,5.954982507670921
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gemini-2.5-pro,Gemini 2.5 Pro,1448,6,82.87433333333334,3.74632628940228
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,claude-opus-4-5-20251101,Opus 4.5,1468,2,85.465,1.5627059864222757
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,5,82.70660000000001,3.7472486973778634
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,3,86.09666666666665,2.583531175219943
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gpt-5.4-high,GPT-5.4 High,1484,4,86.55125000000001,8.330514564939348
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gemini-3.1-pro,gemini-3.1-pro,1494,2,77.45500000000001,11.858180720498394
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,claude-opus-4-6,Opus 4.6,1499,3,85.67366666666668,8.137389651069512
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,88.1325,8.434320265044084
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,amazon-nova-micro-v1.0,Nova Micro,1240,1,62.117999999999995,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,claude-3-haiku-20240307,Claude 3 Haiku,1260,2,59.245999999999995,13.426543561170163
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,amazon-nova-pro-v1.0,Nova Pro,1290,1,65.26800000000001,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,llama-3.3-70b-instruct,Llama 3.3 70B,1318,1,74.07,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,deepseek-v3,DeepSeek V3,1358,1,80.44999999999999,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,o3-mini-high,o3-mini-high,1363,1,63.16199999999999,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,gemma-3-27b-it,Gemma 3 27B,1365,2,61.819,6.068390396142947
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,claude-sonnet-4-20250514,Sonnet 4,1389,1,80.59999999999998,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,claude-haiku-4-5-20251001,Haiku 4.5,1407,1,66.02,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,gemini-2.5-pro,Gemini 2.5 Pro,1448,1,84.24,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,claude-opus-4-5-20251101,Opus 4.5,1468,1,72.423,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,79.61,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,1,71.76000000000002,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,gpt-5.4-high,GPT-5.4 High,1484,1,65.061,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,gemini-3.1-pro,gemini-3.1-pro,1494,1,68.337,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,claude-opus-4-6,Opus 4.6,1499,1,65.637,
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,2,77.078,8.91237387007525
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,amazon-nova-micro-v1.0,Nova Micro,1240,5,68.4568,20.11935215656807
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,77.60300000000001,11.388184930005313
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,command-r-plus-08-2024,Command R+,1276,7,77.35557142857144,10.624344087317311
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,amazon-nova-pro-v1.0,Nova Pro,1290,3,72.85300000000001,17.229286607401942
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,2,83.549,8.161426468455117
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,llama-3.3-70b-instruct,Llama 3.3 70B,1318,5,68.548,16.544490623769594
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,67.89025000000001,13.395540809662494
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gpt-5-nano-high,GPT-5-nano,1337,2,73.16499999999999,21.98394982708976
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gpt-4o-2024-05-13,GPT-4o,1345,7,72.90528571428572,14.353865620037519
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,deepseek-v3,DeepSeek V3,1358,4,75.18225,5.763967983660795
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,o3-mini-high,o3-mini-high,1363,6,72.29183333333333,17.487716036311507
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gemma-3-27b-it,Gemma 3 27B,1365,5,65.70439999999999,15.480233422012734
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,claude-sonnet-4-20250514,Sonnet 4,1389,6,75.71166666666666,8.535184629910864
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,claude-haiku-4-5-20251001,Haiku 4.5,1407,6,73.57016666666668,20.266869046961023
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,deepseek-r1-0528,DeepSeek R1-0528,1422,4,85.70775,5.056789520041348
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,qwen3-max-preview,Qwen3 Max,1435,8,83.412625,9.127862461989665
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gemini-2.5-pro,Gemini 2.5 Pro,1448,6,87.83333333333333,4.55069518498731
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,claude-opus-4-5-20251101,Opus 4.5,1468,6,81.98816666666667,8.72322973253982
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,2,91.39999999999999,1.7819090885900868
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,3,75.23866666666667,14.14757736622541
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gpt-5.4-high,GPT-5.4 High,1484,3,85.60866666666665,4.148154449069275
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gemini-3.1-pro,gemini-3.1-pro,1494,4,78.655,22.579064787246327
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,claude-opus-4-6,Opus 4.6,1499,5,86.5338,7.222787702819449
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,5,85.208,7.2334756514417045
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,amazon-nova-micro-v1.0,Nova Micro,1240,1,60.083999999999996,
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,63.96175000000001,8.381160157360869
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,command-r-plus-08-2024,Command R+,1276,4,63.51475000000001,4.396759820216095
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,3,79.86666666666667,1.9549254035214028
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,llama-3.3-70b-instruct,Llama 3.3 70B,1318,3,62.352000000000004,9.458780682519288
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,2,61.590500000000006,9.856361422959294
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gpt-4o-2024-05-13,GPT-4o,1345,2,62.2315,5.248853636747744
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,deepseek-v3,DeepSeek V3,1358,3,69.82166666666667,8.32478434155104
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gemma-3-27b-it,Gemma 3 27B,1365,2,70.185,14.318912319027607
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,claude-haiku-4-5-20251001,Haiku 4.5,1407,2,68.27850000000001,1.0755094141847343
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,deepseek-r1-0528,DeepSeek R1-0528,1422,2,74.69999999999999,1.9855558415718053
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,qwen3-max-preview,Qwen3 Max,1435,2,80.11,6.858935777509523
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gemini-2.5-pro,Gemini 2.5 Pro,1448,2,70.137,2.049195451878617
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,claude-opus-4-5-20251101,Opus 4.5,1468,2,70.64949999999999,3.5503831483376604
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,3,66.17466666666667,6.070374398118564
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,79.7105,5.571294328968817
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gpt-5.4-high,GPT-5.4 High,1484,1,80.27000000000002,
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gemini-3.1-pro,gemini-3.1-pro,1494,4,68.74225000000001,5.532999932224836
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,claude-opus-4-6,Opus 4.6,1499,1,60.273,
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,3,70.36066666666666,1.840114489191719
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,amazon-nova-micro-v1.0,Nova Micro,1240,4,70.86449999999999,10.063432366742468
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,claude-3-haiku-20240307,Claude 3 Haiku,1260,1,81.85,
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,command-r-plus-08-2024,Command R+,1276,5,72.2574,10.035147273458431
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,amazon-nova-pro-v1.0,Nova Pro,1290,8,65.722375,15.701536657624125
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,6,75.8155,11.237210396713238
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,llama-3.3-70b-instruct,Llama 3.3 70B,1318,3,87.65233333333333,6.412632558733837
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,7,63.58857142857143,14.49496330749803
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,gpt-5-nano-high,GPT-5-nano,1337,1,85.86999999999999,
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,gpt-4o-2024-05-13,GPT-4o,1345,4,66.124,12.904846531439265
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,deepseek-v3,DeepSeek V3,1358,3,87.35066666666667,12.784082342246279
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,o3-mini-high,o3-mini-high,1363,4,66.996775,24.39734291685265
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,gemma-3-27b-it,Gemma 3 27B,1365,1,50.32,
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,claude-sonnet-4-20250514,Sonnet 4,1389,4,77.3095,14.64273520669322
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,claude-haiku-4-5-20251001,Haiku 4.5,1407,6,74.2505,21.247851220770542
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,deepseek-r1-0528,DeepSeek R1-0528,1422,5,85.21126000000001,7.134988450446154
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,qwen3-max-preview,Qwen3 Max,1435,3,84.77533333333334,8.875905888039455
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,gemini-2.5-pro,Gemini 2.5 Pro,1448,6,85.82249999999999,6.522266469564088
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,claude-opus-4-5-20251101,Opus 4.5,1468,3,66.07800000000002,14.004425122081953
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,3,79.04700000000001,7.078281147284276
