config_id,result_path,run_dir,status,started_at,finished_at,duration_seconds,game_label,game_type,experiment_family,n_agents,m_items,n_issues,m_projects,competition_key,competition_value,competition_level,rho,theta,sigma,alpha,random_seed,seed_replicate,heterogeneous_run_index,heterogeneous_draw_seed,adversary_model,adversary_position,model_order,max_tokens_voting,parallel_phases,consensus_reached,final_round,strict_voting_clean,token_limit_marker_count,vote_fallback_log_marker_count,synthetic_vote_marker_count,synthetic_proposal_marker_count,provider_degradation_marker_count,agent_count_in_result,model_list,unique_model_count,utility_count,utility_min,utility_max,utility_range,mean_utility,sum_utility,utility_variance,utility_std,utility_gini,utility_gini_raw,utility_gini_corrected,utility_gini_correction_factor,utility_gini_small_n_corrected,payoff_elo_fit_agent_count,payoff_elo_slope,payoff_elo_slope_per_100_elo,payoff_elo_abs_slope,payoff_elo_abs_slope_per_100_elo,payoff_elo_intercept,payoff_elo_r_squared,payoff_elo_correlation,elo_variance,elo_std,elo_min,elo_max,adversary_elo,adversary_utility,baseline_mean_utility,baseline_sum_utility,baseline_agent_count
34,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0034_game1_heterogeneous_random_n2_comp_0p0_run12/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0034_game1_heterogeneous_random_n2_comp_0p0_run12,SUCCESS,2026-04-29T11:47:26.939827,2026-04-29T11:48:35.711562,68.771735,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,931159988,,12,1198154467,,,sampled_random_order,,True,True,1,True,0,0,0,0,2,2,claude-opus-4-6+claude-sonnet-4-20250514,2,2,100.0,100.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,2.0,True,2,1.7441636208796693e-16,1.7441636208796694e-14,1.7441636208796693e-16,1.7441636208796694e-14,99.99999999999976,1.0,0.0,3025.0,55.0,1389,1499,,,,,0
35,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0035_game1_heterogeneous_random_n2_comp_0p0_run13/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0035_game1_heterogeneous_random_n2_comp_0p0_run13,SUCCESS,2026-04-29T11:47:57.669666,2026-04-29T11:57:16.589296,558.91963,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,677166988,,13,1274113507,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-opus-4-6+gpt-5-nano-high,2,2,100.0,100.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,2.0,True,2,1.5208476023836037e-16,1.5208476023836037e-14,1.5208476023836037e-16,1.5208476023836037e-14,99.99999999999983,1.0,0.0,6561.0,81.0,1337,1499,,,,,0
36,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0036_game1_heterogeneous_random_n2_comp_0p0_run14/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0036_game1_heterogeneous_random_n2_comp_0p0_run14,SUCCESS,2026-04-29T11:47:57.835689,2026-04-29T11:48:41.933021,44.097332,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,2048416336,,14,217623006,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-opus-4-5-20251101+claude-3-haiku-20240307,2,2,93.0,100.0,7.0,96.5,193.0,12.25,3.5,0.03626943005181347,0.018134715025906734,0.03626943005181347,2.0,True,2,0.03365384615384614,3.3653846153846136,0.03365384615384614,3.3653846153846136,50.596153846153896,1.0,1.0,10816.0,104.0,1260,1468,,,,,0
37,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0037_game1_heterogeneous_random_n2_comp_0p0_run15/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0037_game1_heterogeneous_random_n2_comp_0p0_run15,SUCCESS,2026-04-29T11:47:57.934669,2026-04-29T11:49:08.443398,70.508729,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,849137476,,15,1092246294,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-opus-4-6+gpt-4o-mini-2024-07-18,2,2,100.0,100.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,2.0,True,2,4.331630723541256e-17,4.331630723541255e-15,4.331630723541256e-17,4.331630723541255e-15,99.99999999999994,1.0,0.0,8281.0,91.0,1317,1499,,,,,0
38,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0038_game1_heterogeneous_random_n2_comp_0p0_run16/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0038_game1_heterogeneous_random_n2_comp_0p0_run16,SUCCESS,2026-04-29T11:48:30.846026,2026-04-29T12:04:28.320219,957.474193,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,604287204,,16,1125188218,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-opus-4-6+gpt-5-nano-high,2,2,100.0,100.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,2.0,True,2,1.5208476023836037e-16,1.5208476023836037e-14,1.5208476023836037e-16,1.5208476023836037e-14,99.99999999999983,1.0,0.0,6561.0,81.0,1337,1499,,,,,0
39,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0039_game1_heterogeneous_random_n2_comp_0p0_run17/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0039_game1_heterogeneous_random_n2_comp_0p0_run17,SUCCESS,2026-04-29T11:48:30.846181,2026-04-29T11:49:15.094475,44.248294,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,255287567,,17,898503892,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,amazon-nova-micro-v1.0+claude-opus-4-5-20251101,2,2,100.0,100.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,2.0,True,2,-1.5588176682110186e-18,-1.5588176682110185e-16,1.5588176682110186e-18,1.5588176682110185e-16,100.00000000000001,1.0,0.0,12996.0,114.0,1240,1468,,,,,0
40,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0040_game1_heterogeneous_random_n2_comp_0p0_run18/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0040_game1_heterogeneous_random_n2_comp_0p0_run18,SUCCESS,2026-04-29T11:48:30.607909,2026-04-29T11:49:21.732181,51.124272,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1437073893,,18,1962313320,,,sampled_random_order,,True,True,1,True,0,0,0,0,0,2,gemini-3.1-pro+claude-3-haiku-20240307,2,2,100.0,100.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,2.0,True,2,-4.090079384131872e-17,-4.090079384131872e-15,4.090079384131872e-17,4.090079384131872e-15,100.00000000000006,1.0,0.0,13689.0,117.0,1260,1494,,,,,0
41,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0041_game1_heterogeneous_random_n2_comp_0p0_run19/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0041_game1_heterogeneous_random_n2_comp_0p0_run19,SUCCESS,2026-04-29T11:49:02.044463,2026-04-29T11:50:02.087789,60.043326,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1853255598,,19,2034253007,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-opus-4-6+claude-3-haiku-20240307,2,2,95.0,100.0,5.0,97.5,195.0,6.25,2.5,0.02564102564102564,0.01282051282051282,0.02564102564102564,2.0,True,2,0.020920502092050205,2.0920502092050204,0.020920502092050205,2.0920502092050204,68.64016736401675,1.0,1.0,14280.25,119.5,1260,1499,,,,,0
42,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0042_game1_heterogeneous_random_n2_comp_0p0_run20/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0042_game1_heterogeneous_random_n2_comp_0p0_run20,SUCCESS,2026-04-29T11:49:02.044620,2026-04-29T11:50:14.701652,72.657032,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1590693027,,20,761086929,,,sampled_random_order,,True,True,1,True,0,0,0,0,0,2,gpt-5.4-high+claude-3-haiku-20240307,2,2,100.0,100.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,2.0,True,2,8.499275450755898e-20,8.499275450755898e-18,8.499275450755898e-20,8.499275450755898e-18,100.0,1.0,0.0,12544.0,112.0,1260,1484,,,,,0
65,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0065_game1_heterogeneous_random_n2_comp_0p25_run01/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0065_game1_heterogeneous_random_n2_comp_0p25_run01,SUCCESS,2026-04-29T11:49:01.243114,2026-04-29T11:49:57.410885,56.167771,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1911544726,,1,122865941,,,sampled_random_order,,True,True,1,True,0,0,0,0,0,2,command-r-plus-08-2024+amazon-nova-pro-v1.0,2,2,77.0,79.0,2.0,78.0,156.0,1.0,1.0,0.01282051282051282,0.00641025641025641,0.01282051282051282,2.0,True,2,-0.1428571428571365,-14.285714285713649,0.1428571428571365,14.285714285713649,261.28571428570604,1.0,-1.0,49.0,7.0,1276,1290,,,,,0
66,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0066_game1_heterogeneous_random_n2_comp_0p25_run02/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0066_game1_heterogeneous_random_n2_comp_0p25_run02,SUCCESS,2026-04-29T11:49:32.256045,2026-04-29T11:57:48.589438,496.333393,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,895127997,,2,1745349498,,,sampled_random_order,,True,True,1,True,0,0,0,0,0,2,qwen3-max-preview+deepseek-r1-0528,2,2,72.0,89.0,17.0,80.5,161.0,72.25,8.5,0.10559006211180125,0.052795031055900624,0.10559006211180125,2.0,True,2,-1.307692307692295,-130.7692307692295,1.307692307692295,130.7692307692295,1948.5384615384437,1.0,-1.0,42.25,6.5,1422,1435,,,,,0
67,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0067_game1_heterogeneous_random_n2_comp_0p25_run03/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0067_game1_heterogeneous_random_n2_comp_0p25_run03,SUCCESS,2026-04-29T11:49:32.198583,2026-04-29T11:50:30.180054,57.981471,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1634426851,,3,2088069146,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-sonnet-4-20250514+o3-mini-high,2,2,71.0,91.0,20.0,81.0,162.0,100.0,10.0,0.12345679012345678,0.06172839506172839,0.12345679012345678,2.0,True,2,0.7692307692307667,76.92307692307668,0.7692307692307667,76.92307692307668,-977.4615384615353,1.0,1.0,169.0,13.0,1363,1389,,,,,0
68,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0068_game1_heterogeneous_random_n2_comp_0p25_run04/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0068_game1_heterogeneous_random_n2_comp_0p25_run04,SUCCESS,2026-04-29T11:49:32.189601,2026-04-29T12:37:15.033761,2862.84416,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,785028530,,4,404128466,,,sampled_random_order,,True,True,4,True,0,0,0,0,0,2,gpt-5-nano-high+gpt-4.1-nano-2025-04-14,2,2,24.786,38.63700000000001,13.851000000000006,31.711500000000004,63.42300000000001,47.96255025000004,6.925500000000003,0.21839080459770122,0.10919540229885061,0.21839080459770122,2.0,True,2,0.9233999999999672,92.33999999999672,0.9233999999999672,92.33999999999672,-1195.948799999957,1.0,1.0,56.25,7.5,1322,1337,,,,,0
69,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0069_game1_heterogeneous_random_n2_comp_0p25_run05/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0069_game1_heterogeneous_random_n2_comp_0p25_run05,SUCCESS,2026-04-29T11:50:03.020272,2026-04-29T11:52:18.060068,135.039796,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1306773802,,5,76560195,,,sampled_random_order,,True,True,2,True,0,0,0,0,1,2,claude-sonnet-4-20250514+gpt-5.2-chat-latest-20260210,2,2,65.7,86.4,20.700000000000003,76.05000000000001,152.10000000000002,107.12250000000003,10.350000000000001,0.13609467455621302,0.06804733727810651,0.13609467455621302,2.0,True,2,-0.232584269662922,-23.258426966292202,0.232584269662922,23.258426966292202,409.4595505617988,1.0,-1.0,1980.25,44.5,1389,1478,,,,,0
