experiment_id,model,model_short,role,utility,elo,rho,theta,competition_index
325,qwq-32b,QwQ-32B,adversary,60.9,1336.0,-1.0,0.0,0.0
288,gpt-4o-2024-05-13,GPT-4o,adversary,78.41,1346.0,-1.0,0.0,0.0
289,gpt-4o-2024-05-13,GPT-4o,adversary,100.0,1346.0,-1.0,0.0,0.0
270,deepseek-v3,DeepSeek V3,adversary,98.96000000000001,1359.0,-1.0,0.0,0.0
271,deepseek-v3,DeepSeek V3,adversary,100.0,1359.0,-1.0,0.0,0.0
252,o3-mini-high,o3-mini-high,adversary,100.0,1364.0,-1.0,0.0,0.0
253,o3-mini-high,o3-mini-high,adversary,72.28000000000002,1364.0,-1.0,0.0,0.0
234,gemma-3-27b-it,Gemma 3 27B,adversary,100.0,1366.0,-1.0,0.0,0.0
235,gemma-3-27b-it,Gemma 3 27B,adversary,97.0,1366.0,-1.0,0.0,0.0
216,claude-sonnet-4-20250514,Sonnet 4,adversary,89.838,1390.0,-1.0,0.0,0.0
217,claude-sonnet-4-20250514,Sonnet 4,adversary,94.60000000000001,1390.0,-1.0,0.0,0.0
180,claude-haiku-4-5-20251001,Haiku 4.5,adversary,100.0,1406.0,-1.0,0.0,0.0
181,claude-haiku-4-5-20251001,Haiku 4.5,adversary,85.0,1406.0,-1.0,0.0,0.0
162,deepseek-r1-0528,DeepSeek R1-0528,adversary,93.48,1420.0,-1.0,0.0,0.0
163,deepseek-r1-0528,DeepSeek R1-0528,adversary,94.55,1420.0,-1.0,0.0,0.0
198,deepseek-r1-0528,DeepSeek R1-0528,adversary,94.39999999999999,1420.0,-1.0,0.0,0.0
199,deepseek-r1-0528,DeepSeek R1-0528,adversary,94.24,1420.0,-1.0,0.0,0.0
144,qwen3-max-preview,Qwen3 Max,adversary,93.54,1435.0,-1.0,0.0,0.0
145,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,-1.0,0.0,0.0
126,gemini-2.5-pro,Gemini 2.5 Pro,adversary,98.85999999999999,1449.0,-1.0,0.0,0.0
127,gemini-2.5-pro,Gemini 2.5 Pro,adversary,98.0,1449.0,-1.0,0.0,0.0
90,claude-opus-4-5-20251101,Opus 4.5,adversary,96.46,1467.0,-1.0,0.0,0.0
91,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,-1.0,0.0,0.0
108,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,-1.0,0.0,0.0
109,claude-opus-4-5-20251101,Opus 4.5,adversary,18.24999999999999,1467.0,-1.0,0.0,0.0
72,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,97.44,1481.0,-1.0,0.0,0.0
73,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,98.0,1481.0,-1.0,0.0,0.0
54,gpt-5.4-high,GPT-5.4 High,adversary,100.0,1485.0,-1.0,0.0,0.0
55,gpt-5.4-high,GPT-5.4 High,adversary,100.0,1485.0,-1.0,0.0,0.0
36,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,-1.0,0.0,0.0
37,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,-1.0,0.0,0.0
0,claude-opus-4-6,Opus 4.6,adversary,98.66,1503.0,-1.0,0.0,0.0
1,claude-opus-4-6,Opus 4.6,adversary,98.46000000000001,1503.0,-1.0,0.0,0.0
18,claude-opus-4-6,Opus 4.6,adversary,97.35999999999999,1503.0,-1.0,0.0,0.0
19,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,-1.0,0.0,0.0
524,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,26.87400000000001,1111.0,-1.0,0.5,0.5
525,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,85.05,1111.0,-1.0,0.5,0.5
506,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,43.29,1167.0,-1.0,0.5,0.5
507,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,88.05,1167.0,-1.0,0.5,0.5
488,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,29.953799999999994,1212.0,-1.0,0.5,0.5
489,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,68.70420000000001,1212.0,-1.0,0.5,0.5
470,amazon-nova-micro-v1.0,Nova Micro,adversary,68.02,1241.0,-1.0,0.5,0.5
471,amazon-nova-micro-v1.0,Nova Micro,adversary,46.6803,1241.0,-1.0,0.5,0.5
452,claude-3-haiku-20240307,Claude 3 Haiku,adversary,67.81,1261.0,-1.0,0.5,0.5
453,claude-3-haiku-20240307,Claude 3 Haiku,adversary,61.5,1261.0,-1.0,0.5,0.5
434,command-r-plus-08-2024,Command R+,adversary,78.25999999999999,1277.0,-1.0,0.5,0.5
435,command-r-plus-08-2024,Command R+,adversary,59.0,1277.0,-1.0,0.5,0.5
416,amazon-nova-pro-v1.0,Nova Pro,adversary,72.24,1290.0,-1.0,0.5,0.5
417,amazon-nova-pro-v1.0,Nova Pro,adversary,75.54,1290.0,-1.0,0.5,0.5
398,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,78.68,1303.0,-1.0,0.5,0.5
399,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,80.74,1303.0,-1.0,0.5,0.5
380,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,99.47999999999999,1318.0,-1.0,0.5,0.5
381,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,73.54,1318.0,-1.0,0.5,0.5
362,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,59.11200000000001,1319.0,-1.0,0.5,0.5
363,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,91.10000000000001,1319.0,-1.0,0.5,0.5
344,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,57.15,1322.0,-1.0,0.5,0.5
345,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,55.699999999999996,1322.0,-1.0,0.5,0.5
326,qwq-32b,QwQ-32B,adversary,84.7,1336.0,-1.0,0.5,0.5
327,qwq-32b,QwQ-32B,adversary,42.273,1336.0,-1.0,0.5,0.5
290,gpt-4o-2024-05-13,GPT-4o,adversary,78.183,1346.0,-1.0,0.5,0.5
291,gpt-4o-2024-05-13,GPT-4o,adversary,63.24999999999999,1346.0,-1.0,0.5,0.5
272,deepseek-v3,DeepSeek V3,adversary,95.73,1359.0,-1.0,0.5,0.5
273,deepseek-v3,DeepSeek V3,adversary,59.89464000000002,1359.0,-1.0,0.5,0.5
254,o3-mini-high,o3-mini-high,adversary,80.433,1364.0,-1.0,0.5,0.5
255,o3-mini-high,o3-mini-high,adversary,74.898,1364.0,-1.0,0.5,0.5
236,gemma-3-27b-it,Gemma 3 27B,adversary,44.52,1366.0,-1.0,0.5,0.5
237,gemma-3-27b-it,Gemma 3 27B,adversary,65.08000000000001,1366.0,-1.0,0.5,0.5
218,claude-sonnet-4-20250514,Sonnet 4,adversary,87.33,1390.0,-1.0,0.5,0.5
219,claude-sonnet-4-20250514,Sonnet 4,adversary,72.44100000000002,1390.0,-1.0,0.5,0.5
182,claude-haiku-4-5-20251001,Haiku 4.5,adversary,57.022380000000005,1406.0,-1.0,0.5,0.5
183,claude-haiku-4-5-20251001,Haiku 4.5,adversary,79.21799999999999,1406.0,-1.0,0.5,0.5
164,deepseek-r1-0528,DeepSeek R1-0528,adversary,71.43299999999999,1420.0,-1.0,0.5,0.5
165,deepseek-r1-0528,DeepSeek R1-0528,adversary,91.45999999999998,1420.0,-1.0,0.5,0.5
200,deepseek-r1-0528,DeepSeek R1-0528,adversary,47.27,1420.0,-1.0,0.5,0.5
201,deepseek-r1-0528,DeepSeek R1-0528,adversary,87.03,1420.0,-1.0,0.5,0.5
146,qwen3-max-preview,Qwen3 Max,adversary,70.767,1435.0,-1.0,0.5,0.5
147,qwen3-max-preview,Qwen3 Max,adversary,86.80499999999999,1435.0,-1.0,0.5,0.5
128,gemini-2.5-pro,Gemini 2.5 Pro,adversary,85.47999999999999,1449.0,-1.0,0.5,0.5
129,gemini-2.5-pro,Gemini 2.5 Pro,adversary,79.389,1449.0,-1.0,0.5,0.5
92,claude-opus-4-5-20251101,Opus 4.5,adversary,88.34,1467.0,-1.0,0.5,0.5
93,claude-opus-4-5-20251101,Opus 4.5,adversary,70.98299999999999,1467.0,-1.0,0.5,0.5
110,claude-opus-4-5-20251101,Opus 4.5,adversary,92.33,1467.0,-1.0,0.5,0.5
111,claude-opus-4-5-20251101,Opus 4.5,adversary,85.8,1467.0,-1.0,0.5,0.5
74,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,77.23,1481.0,-1.0,0.5,0.5
75,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,84.24,1481.0,-1.0,0.5,0.5
56,gpt-5.4-high,GPT-5.4 High,adversary,88.11,1485.0,-1.0,0.5,0.5
57,gpt-5.4-high,GPT-5.4 High,adversary,80.298,1485.0,-1.0,0.5,0.5
38,gemini-3-pro,Gemini 3 Pro,adversary,85.61999999999999,1486.0,-1.0,0.5,0.5
39,gemini-3-pro,Gemini 3 Pro,adversary,38.406284476200014,1486.0,-1.0,0.5,0.5
2,claude-opus-4-6,Opus 4.6,adversary,89.78,1503.0,-1.0,0.5,0.5
3,claude-opus-4-6,Opus 4.6,adversary,84.492,1503.0,-1.0,0.5,0.5
20,claude-opus-4-6,Opus 4.6,adversary,78.87,1503.0,-1.0,0.5,0.5
21,claude-opus-4-6,Opus 4.6,adversary,92.27000000000001,1503.0,-1.0,0.5,0.5
526,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,23.121000000000002,1111.0,-1.0,1.0,1.0
508,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,58.06,1167.0,-1.0,1.0,1.0
509,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,60.07,1167.0,-1.0,1.0,1.0
490,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,28.16,1212.0,-1.0,1.0,1.0
491,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,71.83,1212.0,-1.0,1.0,1.0
472,amazon-nova-micro-v1.0,Nova Micro,adversary,81.97200000000001,1241.0,-1.0,1.0,1.0
473,amazon-nova-micro-v1.0,Nova Micro,adversary,32.813100000000006,1241.0,-1.0,1.0,1.0
454,claude-3-haiku-20240307,Claude 3 Haiku,adversary,57.21999999999999,1261.0,-1.0,1.0,1.0
455,claude-3-haiku-20240307,Claude 3 Haiku,adversary,84.3,1261.0,-1.0,1.0,1.0
436,command-r-plus-08-2024,Command R+,adversary,57.739999999999995,1277.0,-1.0,1.0,1.0
437,command-r-plus-08-2024,Command R+,adversary,25.167996000000006,1277.0,-1.0,1.0,1.0
418,amazon-nova-pro-v1.0,Nova Pro,adversary,77.04,1290.0,-1.0,1.0,1.0
419,amazon-nova-pro-v1.0,Nova Pro,adversary,62.41,1290.0,-1.0,1.0,1.0
400,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,90.14,1303.0,-1.0,1.0,1.0
401,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,70.92,1303.0,-1.0,1.0,1.0
382,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,89.53,1318.0,-1.0,1.0,1.0
383,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,69.22,1318.0,-1.0,1.0,1.0
364,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,67.50000000000001,1319.0,-1.0,1.0,1.0
365,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,77.75099999999999,1319.0,-1.0,1.0,1.0
346,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,37.18,1322.0,-1.0,1.0,1.0
347,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,70.27,1322.0,-1.0,1.0,1.0
328,qwq-32b,QwQ-32B,adversary,55.215,1336.0,-1.0,1.0,1.0
329,qwq-32b,QwQ-32B,adversary,58.03,1336.0,-1.0,1.0,1.0
292,gpt-4o-2024-05-13,GPT-4o,adversary,75.8,1346.0,-1.0,1.0,1.0
293,gpt-4o-2024-05-13,GPT-4o,adversary,59.471820000000015,1346.0,-1.0,1.0,1.0
274,deepseek-v3,DeepSeek V3,adversary,65.241,1359.0,-1.0,1.0,1.0
275,deepseek-v3,DeepSeek V3,adversary,25.515513405540005,1359.0,-1.0,1.0,1.0
256,o3-mini-high,o3-mini-high,adversary,30.496210344,1364.0,-1.0,1.0,1.0
257,o3-mini-high,o3-mini-high,adversary,40.763493,1364.0,-1.0,1.0,1.0
238,gemma-3-27b-it,Gemma 3 27B,adversary,42.7032,1366.0,-1.0,1.0,1.0
239,gemma-3-27b-it,Gemma 3 27B,adversary,40.53,1366.0,-1.0,1.0,1.0
220,claude-sonnet-4-20250514,Sonnet 4,adversary,40.608000000000004,1390.0,-1.0,1.0,1.0
221,claude-sonnet-4-20250514,Sonnet 4,adversary,59.679,1390.0,-1.0,1.0,1.0
184,claude-haiku-4-5-20251001,Haiku 4.5,adversary,47.619000000000014,1406.0,-1.0,1.0,1.0
185,claude-haiku-4-5-20251001,Haiku 4.5,adversary,97.68,1406.0,-1.0,1.0,1.0
166,deepseek-r1-0528,DeepSeek R1-0528,adversary,98.49999999999999,1420.0,-1.0,1.0,1.0
167,deepseek-r1-0528,DeepSeek R1-0528,adversary,93.7,1420.0,-1.0,1.0,1.0
202,deepseek-r1-0528,DeepSeek R1-0528,adversary,61.203599999999994,1420.0,-1.0,1.0,1.0
203,deepseek-r1-0528,DeepSeek R1-0528,adversary,76.1319,1420.0,-1.0,1.0,1.0
148,qwen3-max-preview,Qwen3 Max,adversary,86.03999999999999,1435.0,-1.0,1.0,1.0
149,qwen3-max-preview,Qwen3 Max,adversary,53.62200000000001,1435.0,-1.0,1.0,1.0
130,gemini-2.5-pro,Gemini 2.5 Pro,adversary,84.16,1449.0,-1.0,1.0,1.0
131,gemini-2.5-pro,Gemini 2.5 Pro,adversary,80.469,1449.0,-1.0,1.0,1.0
94,claude-opus-4-5-20251101,Opus 4.5,adversary,84.501,1467.0,-1.0,1.0,1.0
95,claude-opus-4-5-20251101,Opus 4.5,adversary,89.4,1467.0,-1.0,1.0,1.0
112,claude-opus-4-5-20251101,Opus 4.5,adversary,62.48700000000001,1467.0,-1.0,1.0,1.0
113,claude-opus-4-5-20251101,Opus 4.5,adversary,89.028,1467.0,-1.0,1.0,1.0
76,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,71.83800000000001,1481.0,-1.0,1.0,1.0
77,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,85.554,1481.0,-1.0,1.0,1.0
58,gpt-5.4-high,GPT-5.4 High,adversary,63.7956,1485.0,-1.0,1.0,1.0
59,gpt-5.4-high,GPT-5.4 High,adversary,88.42000000000002,1485.0,-1.0,1.0,1.0
40,gemini-3-pro,Gemini 3 Pro,adversary,47.705760000000005,1486.0,-1.0,1.0,1.0
41,gemini-3-pro,Gemini 3 Pro,adversary,59.994000000000014,1486.0,-1.0,1.0,1.0
4,claude-opus-4-6,Opus 4.6,adversary,89.27,1503.0,-1.0,1.0,1.0
5,claude-opus-4-6,Opus 4.6,adversary,92.27,1503.0,-1.0,1.0,1.0
22,claude-opus-4-6,Opus 4.6,adversary,71.85600000000001,1503.0,-1.0,1.0,1.0
23,claude-opus-4-6,Opus 4.6,adversary,47.903400000000005,1503.0,-1.0,1.0,1.0
528,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,67.0,1111.0,0.0,0.0,0.0
510,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,56.79,1167.0,0.0,0.0,0.0
511,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,76.89999999999999,1167.0,0.0,0.0,0.0
492,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,99.0,1212.0,0.0,0.0,0.0
493,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,75.60000000000001,1212.0,0.0,0.0,0.0
474,amazon-nova-micro-v1.0,Nova Micro,adversary,63.56,1241.0,0.0,0.0,0.0
475,amazon-nova-micro-v1.0,Nova Micro,adversary,99.36,1241.0,0.0,0.0,0.0
456,claude-3-haiku-20240307,Claude 3 Haiku,adversary,97.0,1261.0,0.0,0.0,0.0
457,claude-3-haiku-20240307,Claude 3 Haiku,adversary,56.730000000000004,1261.0,0.0,0.0,0.0
438,command-r-plus-08-2024,Command R+,adversary,96.0,1277.0,0.0,0.0,0.0
439,command-r-plus-08-2024,Command R+,adversary,98.4,1277.0,0.0,0.0,0.0
420,amazon-nova-pro-v1.0,Nova Pro,adversary,92.49000000000001,1290.0,0.0,0.0,0.0
421,amazon-nova-pro-v1.0,Nova Pro,adversary,91.43999999999998,1290.0,0.0,0.0,0.0
402,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,97.52,1303.0,0.0,0.0,0.0
403,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,100.0,1303.0,0.0,0.0,0.0
384,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,50.75000000000001,1318.0,0.0,0.0,0.0
385,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,100.0,1318.0,0.0,0.0,0.0
366,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,99.0,1319.0,0.0,0.0,0.0
367,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,81.72,1319.0,0.0,0.0,0.0
348,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,78.0,1322.0,0.0,0.0,0.0
349,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,87.35,1322.0,0.0,0.0,0.0
330,qwq-32b,QwQ-32B,adversary,100.0,1336.0,0.0,0.0,0.0
331,qwq-32b,QwQ-32B,adversary,100.0,1336.0,0.0,0.0,0.0
294,gpt-4o-2024-05-13,GPT-4o,adversary,96.16,1346.0,0.0,0.0,0.0
295,gpt-4o-2024-05-13,GPT-4o,adversary,96.94,1346.0,0.0,0.0,0.0
276,deepseek-v3,DeepSeek V3,adversary,96.0,1359.0,0.0,0.0,0.0
277,deepseek-v3,DeepSeek V3,adversary,100.0,1359.0,0.0,0.0,0.0
258,o3-mini-high,o3-mini-high,adversary,90.0,1364.0,0.0,0.0,0.0
259,o3-mini-high,o3-mini-high,adversary,99.98,1364.0,0.0,0.0,0.0
240,gemma-3-27b-it,Gemma 3 27B,adversary,56.09655000000001,1366.0,0.0,0.0,0.0
241,gemma-3-27b-it,Gemma 3 27B,adversary,88.6,1366.0,0.0,0.0,0.0
222,claude-sonnet-4-20250514,Sonnet 4,adversary,100.0,1390.0,0.0,0.0,0.0
223,claude-sonnet-4-20250514,Sonnet 4,adversary,91.75999999999999,1390.0,0.0,0.0,0.0
186,claude-haiku-4-5-20251001,Haiku 4.5,adversary,87.96,1406.0,0.0,0.0,0.0
187,claude-haiku-4-5-20251001,Haiku 4.5,adversary,100.0,1406.0,0.0,0.0,0.0
168,deepseek-r1-0528,DeepSeek R1-0528,adversary,97.24,1420.0,0.0,0.0,0.0
169,deepseek-r1-0528,DeepSeek R1-0528,adversary,97.80000000000001,1420.0,0.0,0.0,0.0
204,deepseek-r1-0528,DeepSeek R1-0528,adversary,81.30600000000001,1420.0,0.0,0.0,0.0
205,deepseek-r1-0528,DeepSeek R1-0528,adversary,93.35,1420.0,0.0,0.0,0.0
150,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,0.0,0.0,0.0
151,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,0.0,0.0,0.0
132,gemini-2.5-pro,Gemini 2.5 Pro,adversary,98.75,1449.0,0.0,0.0,0.0
133,gemini-2.5-pro,Gemini 2.5 Pro,adversary,100.0,1449.0,0.0,0.0,0.0
96,claude-opus-4-5-20251101,Opus 4.5,adversary,98.0,1467.0,0.0,0.0,0.0
97,claude-opus-4-5-20251101,Opus 4.5,adversary,97.00000000000001,1467.0,0.0,0.0,0.0
114,claude-opus-4-5-20251101,Opus 4.5,adversary,99.5,1467.0,0.0,0.0,0.0
115,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,0.0,0.0,0.0
78,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,96.11,1481.0,0.0,0.0,0.0
79,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,100.0,1481.0,0.0,0.0,0.0
60,gpt-5.4-high,GPT-5.4 High,adversary,99.05999999999999,1485.0,0.0,0.0,0.0
61,gpt-5.4-high,GPT-5.4 High,adversary,100.0,1485.0,0.0,0.0,0.0
42,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,0.0,0.0,0.0
43,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,0.0,0.0,0.0
6,claude-opus-4-6,Opus 4.6,adversary,97.28999999999999,1503.0,0.0,0.0,0.0
7,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,0.0,0.0,0.0
24,claude-opus-4-6,Opus 4.6,adversary,87.01200000000001,1503.0,0.0,0.0,0.0
25,claude-opus-4-6,Opus 4.6,adversary,99.11,1503.0,0.0,0.0,0.0
530,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,58.89510000000001,1111.0,0.0,0.5,0.25
531,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,60.012899999999995,1111.0,0.0,0.5,0.25
512,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,72.2,1167.0,0.0,0.5,0.25
513,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,50.7,1167.0,0.0,0.5,0.25
494,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,84.75000000000001,1212.0,0.0,0.5,0.25
495,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,57.11715,1212.0,0.0,0.5,0.25
476,amazon-nova-micro-v1.0,Nova Micro,adversary,83.718,1241.0,0.0,0.5,0.25
477,amazon-nova-micro-v1.0,Nova Micro,adversary,89.16999999999999,1241.0,0.0,0.5,0.25
458,claude-3-haiku-20240307,Claude 3 Haiku,adversary,78.39000000000001,1261.0,0.0,0.5,0.25
459,claude-3-haiku-20240307,Claude 3 Haiku,adversary,73.64,1261.0,0.0,0.5,0.25
440,command-r-plus-08-2024,Command R+,adversary,88.66000000000001,1277.0,0.0,0.5,0.25
441,command-r-plus-08-2024,Command R+,adversary,81.53,1277.0,0.0,0.5,0.25
422,amazon-nova-pro-v1.0,Nova Pro,adversary,73.161,1290.0,0.0,0.5,0.25
423,amazon-nova-pro-v1.0,Nova Pro,adversary,96.47999999999999,1290.0,0.0,0.5,0.25
404,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,69.41,1303.0,0.0,0.5,0.25
405,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,52.690500000000014,1303.0,0.0,0.5,0.25
386,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,90.01,1318.0,0.0,0.5,0.25
387,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,94.51000000000002,1318.0,0.0,0.5,0.25
368,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,61.217999999999996,1319.0,0.0,0.5,0.25
369,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,76.66,1319.0,0.0,0.5,0.25
350,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,75.8,1322.0,0.0,0.5,0.25
351,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,98.64,1322.0,0.0,0.5,0.25
332,qwq-32b,QwQ-32B,adversary,81.333,1336.0,0.0,0.5,0.25
333,qwq-32b,QwQ-32B,adversary,90.94999999999999,1336.0,0.0,0.5,0.25
296,gpt-4o-2024-05-13,GPT-4o,adversary,66.80879999999999,1346.0,0.0,0.5,0.25
297,gpt-4o-2024-05-13,GPT-4o,adversary,75.77000000000001,1346.0,0.0,0.5,0.25
278,deepseek-v3,DeepSeek V3,adversary,69.29,1359.0,0.0,0.5,0.25
279,deepseek-v3,DeepSeek V3,adversary,53.83300500000001,1359.0,0.0,0.5,0.25
260,o3-mini-high,o3-mini-high,adversary,72.30222000000002,1364.0,0.0,0.5,0.25
261,o3-mini-high,o3-mini-high,adversary,88.46,1364.0,0.0,0.5,0.25
242,gemma-3-27b-it,Gemma 3 27B,adversary,37.381772516400005,1366.0,0.0,0.5,0.25
243,gemma-3-27b-it,Gemma 3 27B,adversary,48.33999000000002,1366.0,0.0,0.5,0.25
224,claude-sonnet-4-20250514,Sonnet 4,adversary,72.9648,1390.0,0.0,0.5,0.25
225,claude-sonnet-4-20250514,Sonnet 4,adversary,76.581,1390.0,0.0,0.5,0.25
188,claude-haiku-4-5-20251001,Haiku 4.5,adversary,74.214,1406.0,0.0,0.5,0.25
189,claude-haiku-4-5-20251001,Haiku 4.5,adversary,95.83999999999999,1406.0,0.0,0.5,0.25
170,deepseek-r1-0528,DeepSeek R1-0528,adversary,88.04700000000001,1420.0,0.0,0.5,0.25
171,deepseek-r1-0528,DeepSeek R1-0528,adversary,68.21982000000001,1420.0,0.0,0.5,0.25
206,deepseek-r1-0528,DeepSeek R1-0528,adversary,51.8238,1420.0,0.0,0.5,0.25
207,deepseek-r1-0528,DeepSeek R1-0528,adversary,80.66,1420.0,0.0,0.5,0.25
152,qwen3-max-preview,Qwen3 Max,adversary,96.99,1435.0,0.0,0.5,0.25
153,qwen3-max-preview,Qwen3 Max,adversary,76.35000000000001,1435.0,0.0,0.5,0.25
