run_id,n_agents,competition_level,first_minus_last,outcome_class,primary_takeaway,transcript_path,result_path
config_0022,3,0.5,-0.5904899999999991,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0022.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control/experiment_results.json
config_0026,3,0.5,-17.496000000000002,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0026.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control/experiment_results.json
config_0028,3,0.5,15.746400000000001,first_gt_last,Agent_1 outperforms the last position even though the final allocation does not match Agent_1's formal proposal; this looks more preference/allocation-contingent than a clean proposal-persistence case.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0028.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control/experiment_results.json
config_0030,3,0.5,54.91557000000001,first_gt_last,"Agent_1 outperforms the last position and the final allocation matches Agent_1's formal proposal, suggesting persistence of the early formal allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0030.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control/experiment_results.json
config_0032,3,0.5,33.067440000000005,first_gt_last,"Agent_1 outperforms the last position and the final allocation matches Agent_1's formal proposal, suggesting persistence of the early formal allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0032.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control/experiment_results.json
config_0034,3,0.5,8.100000000000001,first_gt_last,"Agent_1 outperforms the last position and the final allocation matches Agent_1's formal proposal, suggesting persistence of the early formal allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0034.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control/experiment_results.json
config_0036,3,0.5,-5.904899999999998,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0036.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control/experiment_results.json
config_0038,3,0.5,-24.0,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0038.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/control/experiment_results.json
config_0040,3,0.5,-2.700000000000003,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0040.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_10/control/experiment_results.json
config_0042,3,0.9,-33.3,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0042.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_01/control/experiment_results.json
config_0044,3,0.9,21.06,first_gt_last,Agent_1 outperforms the last position even though the final allocation does not match Agent_1's formal proposal; this looks more preference/allocation-contingent than a clean proposal-persistence case.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0044.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_02/control/experiment_results.json
config_0046,3,0.9,32.0,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0046.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_03/control/experiment_results.json
config_0048,3,0.9,8.857350000000002,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0048.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_04/control/experiment_results.json
config_0050,3,0.9,34.992000000000004,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0050.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_05/control/experiment_results.json
config_0052,3,0.9,-29.700000000000003,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0052.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_06/control/experiment_results.json
config_0058,3,0.9,10.206000000000003,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0058.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_09/control/experiment_results.json
config_0060,3,0.9,-0.6560999999999986,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0060.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_10/control/experiment_results.json
config_0062,3,1.0,22.0,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0062.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_01/control/experiment_results.json
config_0066,3,1.0,3.2805,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0066.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_03/control/experiment_results.json
config_0068,3,1.0,7.9716150000000034,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0068.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_04/control/experiment_results.json
config_0070,3,1.0,-26.973000000000006,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0070.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_05/control/experiment_results.json
config_0072,3,1.0,35.1,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0072.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_06/control/experiment_results.json
config_0074,3,1.0,22.851962999999998,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0074.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_07/control/experiment_results.json
config_0076,3,1.0,13.122000000000003,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0076.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_08/control/experiment_results.json
config_0078,3,1.0,29.969999999999995,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0078.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_09/control/experiment_results.json
config_0080,3,1.0,1.8000000000000007,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0080.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_10/control/experiment_results.json
config_0084,5,0.0,-18.225,first_lt_last_counterexample,Counterexample at low competition: the last position beats Agent_1 in a setting where complementary preferences often make order less decisive.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0084.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_02/control/experiment_results.json
config_0086,5,0.0,49.5,first_gt_last,"Agent_1 outperforms the last position and the final allocation matches Agent_1's formal proposal, suggesting persistence of the early formal allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0086.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_03/control/experiment_results.json
config_0090,5,0.0,-40.0,first_lt_last_counterexample,Counterexample at low competition: the last position beats Agent_1 in a setting where complementary preferences often make order less decisive.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0090.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_05/control/experiment_results.json
config_0094,5,0.0,-34.0,first_lt_last_counterexample,Counterexample at low competition: the last position beats Agent_1 in a setting where complementary preferences often make order less decisive.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0094.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_07/control/experiment_results.json
config_0098,5,0.0,-35.721000000000004,first_lt_last_counterexample,Counterexample at low competition: the last position beats Agent_1 in a setting where complementary preferences often make order less decisive.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0098.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_09/control/experiment_results.json
config_0102,5,0.5,-44.1,first_lt_last_counterexample,Counterexample despite Agent_1 proposal persistence: Agent_1's own formal proposal gave the last position a better final payoff.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0102.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_01/control/experiment_results.json
config_0104,5,0.5,-22.0,first_lt_last_counterexample,"Counterexample with later reallocation: the final allocation does not match Agent_1's formal proposal, suggesting later proposal/vote dynamics overcame the first-position anchor.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0104.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_02/control/experiment_results.json
config_0114,5,0.5,1.6199999999999974,first_gt_last,"Agent_1 outperforms the last position and the final allocation matches Agent_1's formal proposal, suggesting persistence of the early formal allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0114.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_07/control/experiment_results.json
config_0120,5,0.5,28.800000000000004,first_gt_last,"Agent_1 outperforms the last position and the final allocation matches Agent_1's formal proposal, suggesting persistence of the early formal allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0120.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_10/control/experiment_results.json
config_0136,5,0.9,10.0,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0136.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_08/control/experiment_results.json
config_0138,5,0.9,28.799999999999997,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0138.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_09/control/experiment_results.json
config_0140,5,0.9,18.3708,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0140.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_10/control/experiment_results.json
config_0144,5,1.0,17.01,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0144.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_02/control/experiment_results.json
config_0146,5,1.0,34.26299999999999,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0146.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_03/control/experiment_results.json
config_0148,5,1.0,39.0,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0148.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_04/control/experiment_results.json
config_0150,5,1.0,47.0,first_gt_last,"High-competition first-speaker advantage: the final allocation matches Agent_1's formal proposal, so Agent_1's proposed allocation survived the later proposal/vote phase.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0150.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_05/control/experiment_results.json
config_0154,5,1.0,-12.393,first_lt_last_counterexample,"Counterexample with later reallocation: the final allocation does not match Agent_1's formal proposal, suggesting later proposal/vote dynamics overcame the first-position anchor.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0154.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_07/control/experiment_results.json
config_0162,3,0.0,0.0,first_eq_last,"No first-last payoff gap: the trajectory neutralizes order, usually through complementary top-item allocation or convergent proposals.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0162.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_3/comp_0/rep_01/control/experiment_results.json
config_0164,3,0.0,0.0,first_eq_last,"No first-last payoff gap: the trajectory neutralizes order, usually through complementary top-item allocation or convergent proposals.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0164.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_3/comp_0/rep_02/control/experiment_results.json
config_0166,3,0.0,0.0,first_eq_last,"No first-last payoff gap: the trajectory neutralizes order, usually through complementary top-item allocation or convergent proposals.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0166.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_3/comp_0/rep_03/control/experiment_results.json
config_0168,3,0.0,0.0,first_eq_last,"No first-last payoff gap: the trajectory neutralizes order, usually through complementary top-item allocation or convergent proposals.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0168.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_3/comp_0/rep_04/control/experiment_results.json
config_0170,3,0.0,7.0,first_gt_last,Agent_1 outperforms the last position even though the final allocation does not match Agent_1's formal proposal; this looks more preference/allocation-contingent than a clean proposal-persistence case.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0170.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_3/comp_0/rep_05/control/experiment_results.json
config_0172,3,0.0,0.0,first_eq_last,"No first-last payoff gap: the trajectory neutralizes order, usually through complementary top-item allocation or convergent proposals.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0172.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_3/comp_0/rep_06/control/experiment_results.json
config_0174,3,0.0,0.0,first_eq_last,"No first-last payoff gap: the trajectory neutralizes order, usually through complementary top-item allocation or convergent proposals.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0174.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_3/comp_0/rep_07/control/experiment_results.json
config_0176,3,0.0,0.0,first_eq_last,"No first-last payoff gap: the trajectory neutralizes order, usually through complementary top-item allocation or convergent proposals.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0176.md,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_3/comp_0/rep_08/control/experiment_results.json
