run_id,config_id,n_agents,competition_level,replicate_id,field_id,random_seed,result_path,output_dir,1,2,3,4,5,utility_pos_1,utility_pos_2,utility_pos_3,first_minus_last,first_gt_last,first_eq_last,first_lt_last,high_competition,utility_pos_4,utility_pos_5,agent1_opening_anchor_language,later_alignment_language,quick_resolution_frame,efficiency_top_items_frame,later_concession_language,raw_interactions_loaded,private_thinking_entries,raw_formal_proposal_entries,private_voting_entries,reflection_entries,transcript_path,consensus_reached,final_round,num_conversation_entries,num_formal_proposals,accepted_proposal_index,accepted_by,accepted_position,all_formal_proposals_identical,final_matches_agent1_formal_proposal,final_matches_accepted_formal_proposal,agent1_formal_proposal_utility,agent1_formal_proposal_advantage_vs_proposal_mean,agent1_received_top_item,last_agent_received_top_item,agent1_max_single_item_value,last_agent_max_single_item_value,agent1_final_item_count,last_agent_final_item_count,agents_receiving_top_item_count,one_item_per_agent_final
config_0022,22,3,0.5,1,,4515,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control,24.800580000000004,43.10577000000001,25.391070000000003,,,24.800580000000004,43.10577000000001,25.391070000000003,-0.5904899999999991,False,False,True,False,,,True,True,True,True,True,True,18,18,54,15,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0022.md,True,6,66,18,3,Agent_3,3,False,True,False,42.0,-10.666666666666664,True,True,36.0,43.0,2,1,3,False
config_0026,26,3,0.5,3,,4567,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control,33.534000000000006,27.702000000000005,51.03000000000001,,,33.534000000000006,27.702000000000005,51.03000000000001,-17.496000000000002,False,False,True,False,,,True,True,True,True,True,True,12,12,36,9,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0026.md,True,4,44,12,3,Agent_3,3,False,True,False,55.0,12.333333333333336,True,True,46.0,48.0,1,3,3,False
config_0028,28,3,0.5,4,,4593,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control,49.2075,36.0855,33.4611,,,49.2075,36.0855,33.4611,15.746400000000001,True,False,False,False,,,True,True,True,True,True,True,15,15,45,12,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0028.md,True,5,55,15,3,Agent_3,3,False,False,False,75.0,20.333333333333336,True,True,39.0,44.0,2,2,3,False
config_0030,30,3,0.5,5,,4619,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control,54.91557000000001,36.610380000000006,0.0,,,54.91557000000001,36.610380000000006,0.0,54.91557000000001,True,False,False,False,,,True,True,True,True,True,True,18,18,54,15,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0030.md,True,6,66,18,3,Agent_3,3,False,True,True,93.0,41.333333333333336,True,False,51.0,40.0,2,0,1,False
config_0032,32,3,0.5,6,,4645,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control,40.74381,33.65793000000001,7.676370000000001,,,40.74381,33.65793000000001,7.676370000000001,33.067440000000005,True,False,False,False,,,False,True,True,True,True,True,18,18,54,15,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0032.md,True,6,66,18,3,Agent_3,3,False,True,False,81.0,27.666666666666664,True,False,67.0,49.0,2,1,2,False
config_0034,34,3,0.5,7,,4671,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control,61.2,54.9,53.1,,,61.2,54.9,53.1,8.100000000000001,True,False,False,False,,,True,True,True,True,True,True,6,6,18,3,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0034.md,True,2,22,6,3,Agent_3,3,False,True,True,68.0,21.0,True,True,40.0,59.0,2,1,3,False
config_0036,36,3,0.5,8,,4697,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control,31.492800000000003,40.0221,37.3977,,,31.492800000000003,40.0221,37.3977,-5.904899999999998,False,False,True,False,,,True,True,True,True,True,True,15,15,45,12,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0036.md,True,5,55,15,3,Agent_3,3,False,True,False,48.0,13.0,True,True,48.0,47.0,1,2,3,False
config_0038,38,3,0.5,9,,4723,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/control,54.0,48.0,78.0,,,54.0,48.0,78.0,-24.0,False,False,True,False,,,True,True,True,True,True,True,3,3,9,0,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0038.md,True,1,11,3,3,Agent_3,3,True,True,True,54.0,-6.0,True,True,54.0,48.0,1,2,3,False
config_0040,40,3,0.5,10,,4749,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_10/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_10/control,46.8,55.8,49.5,,,46.8,55.8,49.5,-2.700000000000003,False,False,True,False,,,True,True,True,True,True,True,6,6,18,3,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0040.md,True,2,22,6,3,Agent_3,3,False,True,True,52.0,1.3333333333333357,True,True,52.0,45.0,1,2,3,False
config_0042,42,3,0.9,1,,4775,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_01/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_01/control,11.7,34.2,45.0,,,11.7,34.2,45.0,-33.3,False,False,True,True,,,True,True,True,True,True,True,6,6,18,3,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0042.md,True,2,22,6,3,Agent_3,3,False,True,False,13.0,-19.666666666666664,False,False,51.0,35.0,2,2,1,False
config_0044,44,3,0.9,2,,4801,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_02/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_02/control,45.36,38.07,24.3,,,45.36,38.07,24.3,21.06,True,False,False,True,,,True,True,True,True,True,True,9,9,27,6,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0044.md,True,3,33,9,3,Agent_3,3,False,False,False,56.0,15.666666666666664,True,False,56.0,37.0,1,1,1,False
config_0046,46,3,0.9,3,,4827,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_03/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_03/control,67.0,41.0,35.0,,,67.0,41.0,35.0,32.0,True,False,False,True,,,True,True,True,True,True,True,3,3,9,0,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0046.md,True,1,11,3,3,Agent_3,3,False,True,False,67.0,19.333333333333336,True,False,67.0,43.0,1,2,1,False
config_0048,48,3,0.9,4,,4853,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_04/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_04/control,19.48617,24.800580000000004,10.62882,,,19.48617,24.800580000000004,10.62882,8.857350000000002,True,False,False,True,,,True,True,True,True,True,True,18,18,54,15,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0048.md,True,6,66,18,3,Agent_3,3,False,True,False,64.0,28.666666666666664,True,False,33.0,49.0,1,1,1,False
config_0050,50,3,0.9,5,,4879,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_05/control,37.908,17.496000000000002,2.9160000000000004,,,37.908,17.496000000000002,2.9160000000000004,34.992000000000004,True,False,False,True,,,True,True,True,True,True,True,12,12,36,9,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0050.md,True,4,44,12,3,Agent_3,3,False,True,False,52.0,28.0,True,False,47.0,86.0,2,1,1,False
config_0052,52,3,0.9,6,,4905,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_06/control,23.4,36.9,53.1,,,23.4,36.9,53.1,-29.700000000000003,False,False,True,True,,,True,True,True,True,True,True,6,6,18,3,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0052.md,True,2,22,6,3,Agent_3,3,False,True,True,26.0,-8.0,True,True,26.0,33.0,1,2,2,False
config_0058,58,3,0.9,9,,4983,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_09/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_09/control,34.992000000000004,16.038000000000004,24.786,,,34.992000000000004,16.038000000000004,24.786,10.206000000000003,True,False,False,True,,,False,True,True,True,True,True,12,12,36,9,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0058.md,True,4,44,12,3,Agent_3,3,False,True,False,48.0,11.333333333333336,True,False,48.0,43.0,1,2,1,False
config_0060,60,3,0.9,10,,5009,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_10/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_10/control,24.2757,34.7733,24.9318,,,24.2757,34.7733,24.9318,-0.6560999999999986,False,False,True,True,,,True,True,True,True,True,True,15,15,45,12,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0060.md,True,5,55,15,3,Agent_3,3,False,True,False,37.0,-1.0,True,True,37.0,34.0,1,2,3,False
config_0062,62,3,1.0,1,,5035,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_01/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_01/control,41.0,40.0,19.0,,,41.0,40.0,19.0,22.0,True,False,False,True,,,True,True,True,True,True,True,3,3,9,0,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0062.md,True,1,11,3,3,Agent_3,3,True,True,True,41.0,7.666666666666664,True,False,41.0,41.0,1,2,1,False
config_0066,66,3,1.0,3,,5087,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_03/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_03/control,24.2757,20.3391,20.9952,,,24.2757,20.3391,20.9952,3.2805,True,False,False,True,,,True,True,True,True,True,True,15,15,45,12,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0066.md,True,5,55,15,3,Agent_3,3,False,True,True,49.0,15.666666666666664,True,False,37.0,37.0,1,2,1,False
config_0068,68,3,1.0,4,,5113,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_04/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_04/control,21.789081000000003,17.537553000000003,13.817466,,,21.789081000000003,17.537553000000003,13.817466,7.9716150000000034,True,False,False,True,,,True,True,True,True,True,True,21,21,63,18,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0068.md,True,7,77,21,3,Agent_3,3,False,True,False,19.0,-14.333333333333336,False,False,33.0,33.0,3,1,1,False
config_0070,70,3,1.0,5,,5139,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_05/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_05/control,6.561000000000001,32.80500000000001,33.534000000000006,,,6.561000000000001,32.80500000000001,33.534000000000006,-26.973000000000006,False,False,True,True,,,True,True,True,True,True,True,12,12,36,9,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0070.md,True,4,44,12,3,Agent_3,3,False,True,False,89.0,55.666666666666664,False,True,45.0,45.0,1,2,1,False
config_0072,72,3,1.0,6,,5165,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_06/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_06/control,45.0,35.1,9.9,,,45.0,35.1,9.9,35.1,True,False,False,True,,,True,True,True,True,True,True,6,6,18,3,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0072.md,True,2,22,6,3,Agent_3,3,False,True,False,50.0,16.666666666666664,True,False,46.0,46.0,2,1,1,False
config_0074,74,3,1.0,7,,5191,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_07/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_07/control,23.383404,29.229255,0.531441,,,23.383404,29.229255,0.531441,22.851962999999998,True,False,False,True,,,True,True,True,True,True,True,21,21,63,18,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0074.md,True,7,77,21,3,Agent_3,3,False,True,False,68.0,34.666666666666664,False,False,36.0,36.0,2,1,1,False
config_0076,76,3,1.0,8,,5217,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_08/control/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_08/control,27.702000000000005,30.618,14.580000000000002,,,27.702000000000005,30.618,14.580000000000002,13.122000000000003,True,False,False,True,,,True,True,True,True,True,True,12,12,36,9,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0076.md,True,4,44,12,3,Agent_3,3,False,True,False,38.0,4.666666666666664,True,False,38.0,38.0,1,2,1,False
