run_id,reviewer_mode,outcome_class,does_first_position_look_advantaged,private_thinking_available,reflection_available,core_takeaway,review_path,num_mechanisms
config_0148,child_worker,first_gt_last,True,True,False,"The first position looks advantaged because Agent_1 anchored Apple as its own target before the group converged on Path A, and that path made Apple-to-Agent_1 the stable public baseline. Agent_5, despite valuing Apple far more than anyone, publicly accepted Quill and then voted for identical proposals that gave it only 7 utility.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0148.json,6
config_0150,child_worker,first_gt_last,True,True,False,"The first position looks strongly advantaged because Agent_1 seized the 61-value Quill as a non-negotiable anchor and then used the other items to satisfy the rest of the group. Agent_5 valued Jewel and Pencil above Apple, but ultimately aligned with the baseline and accepted Apple, so the last position never displaced the opening anchor.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0150.json,5
config_0154,child_worker,first_lt_last_counterexample,False,True,True,"The first position did not retain an advantage. Agent_1 opened around Quill and early agenda control, but the negotiation converged on Path B, Pencil with Agent_5, Quill with Agent_3, and Apple protection. The final allocation left Agent_1 with Jewel while Agent_5 held Pencil, producing a 12.393 utility gap against Agent_1.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0154.json,5
config_0162,child_worker,first_eq_last,False,True,True,"The first position did not beat the last position in payoff terms. Agent_1 had procedural influence by opening the discussion around Stone/Pencil and later submitting the accepted round-2 allocation, but Agent_3's Jewel demand blocked round 1 and forced the final equal-utility allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0162.json,4
config_0164,child_worker,first_eq_last,False,True,False,"The first speaker did not look advantaged in payoff terms. Agent_1 anchored the discussion around keeping Jewel, but the preferences were nearly disjoint, so Agent_2 and Agent_3 could also reach 100 with Apple+Stone and Quill+Pencil. The first and last positions therefore tied rather than producing a first-position edge.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0164.json,4
config_0166,child_worker,first_eq_last,False,True,False,"The first speaker did not beat the last speaker: Agent_1 and Agent_3 each reached 100 utility because their desired items were complementary, not contested. Agent_1's opening anchor became the focal plan, but Agent_3 speaking last still secured Jewel and Pencil, its full-value bundle.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0166.json,4
config_0168,child_worker,first_eq_last,False,True,True,"The first speaker shaped the agenda by anchoring Jewel with Agent_1, but that did not translate into a first-over-last payoff advantage: Agent_3's Stone constraint remained a hard veto, and the final allocation gave Agent_1 and Agent_3 their respective top items with equal final utility.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0168.json,4
config_0170,child_worker,first_gt_last,True,True,False,"Agent_1's first-position advantage looks real but modest: Agent_1 opened by making Stone the protected anchor, and every later plan preserved that 100-point item. Agent_3, despite authoring the unanimously accepted final proposal and securing Jewel plus Pencil, conceded Quill to Agent_1 and stopped at 93, so the seven-point gap came from the last agent missing its small-value Quill while the first agent reached its maximum.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0170.json,4
config_0172,child_worker,first_eq_last,False,True,True,"No durable first-position advantage appears. Agent_1 opened by anchoring Pencil+Stone and ultimately got that bundle, but Agent_3 also secured Apple+Quill, everyone reached the same final utility, and the repeated blocker was protecting the last-position agent's top bundle rather than letting the first speaker dominate.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0172.json,4
config_0174,child_worker,first_eq_last,False,True,False,"The first position did not beat the last position: Agent_1 successfully anchored Pencil, but that item was uniquely valuable to Agent_1 and the final accepted allocation gave every agent 100 utility. The decisive counterexample is that Agent_3, the last speaker, secured Apple and Quill, rejected proposals that excluded it, and authored the unanimously accepted complete proposal.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0174.json,4
config_0176,child_worker,first_eq_last,False,True,False,"The first speaker shaped the public baseline, but the result does not show a first-position advantage: Agent_1 and Agent_3 both finished at 100 because the accepted allocation gave each agent its own disjoint top-valued bundle.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0176.json,4
config_0178,child_worker,first_lt_last_counterexample,False,True,False,"This is a counterexample to first-position advantage: Agent_1 shaped the accepted allocation and got Pencil+Stone for 85 utility, but Agent_3's single high-value Quill claim became a protected consensus anchor, so the last-position agent finished at 100 and beat the first by 15.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0178.json,4
config_0180,child_worker,first_eq_last,False,True,False,"No first-position payoff advantage appears here: Agent_1 spoke first and anchored Stone, but the accepted final allocation gave Agent_1 Stone for 100 and Agent_3 Jewel, Quill, and Apple for 100, so first and last tied.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0180.json,4
config_0182,child_worker,first_gt_last,True,True,True,"Agent_1's first-speaker Stone claim became the stable speed anchor and survived every viable consensus path, giving Agent_1 a tiny edge over Agent_3. The edge was modest: Agent_2 captured the largest surplus, and Agent_3's veto forced the final deal to keep Pencil with Agent_3.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0182.json,5
config_0184,child_worker,first_gt_last,True,True,True,"Agent_1 appears process-advantaged: as first speaker it framed Quill as the stable anchor, kept opening later rounds around that anchor, and ultimately converted the anchor into Quill plus Apple. The advantage was bounded, not absolute, because Agent_3's Pencil veto and Agent_2's Stone/Jewel demand had to be satisfied for consensus.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0184.json,5
config_0186,child_worker,first_gt_last,True,True,True,"Agent_1 beat the last position because the first public move made Stone a non-negotiable anchor, and every later phase treated the remaining bargaining as a Quill/Jewel/Pencil calibration between Agents 2 and 3. Agent_3 still got Jewel+Pencil, but its stronger Jewel+Quill preference was repeatedly subordinated to the stable baseline.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0186.json,6
config_0188,child_worker,first_gt_last,True,True,True,"Agent_1 beat Agent_3 because its first-turn Apple+Stone anchor became a protected guardrail throughout the negotiation. Agent_3 still secured Pencil+Jewel, so much of the final gap comes from Agent_1's steeper item values rather than total exclusion of the last speaker.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0188.json,5
config_0192,child_worker,first_gt_last,True,True,True,"Agent_1 finished ahead because the repeated anchor-first default preserved Quill and then attached Apple to Agent_1, yielding a stronger two-item bundle than Agent_3's Stone+Pencil. This looks like a qualified first-position advantage through agenda setting, not pure dominance, because Agent_3 also shaped and ultimately proposed the consensus allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0192.json,5
config_0194,child_worker,first_gt_last,True,True,True,"Agent_1 benefited from speaking first by making Jewel the uncontested anchor, and that anchor survived every phase. The advantage is qualified because Agent_2 designed much of the accepted baseline and tied Agent_1's final utility, while Agent_3's only path to beating the baseline required Pencil from Agent_2 and was dropped.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0194.json,6
config_0196,child_worker,first_gt_last,True,True,False,"Agent_1's first-speaker baseline hardened into the deal: Jewel+Quill stayed with Agent_1, Agent_2 got its desired Pencil+Apple, and Agent_3 accepted only Stone because future rebalancing was promised and the competing proposals left it with nothing.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0196.json,6
config_0198,child_worker,first_lt_last_counterexample,False,True,True,"Agent_1 successfully anchored Jewel, but the negotiation converged around satisfying Agent_3's Pencil demand. The final Path A allocation left Agent_1 with only Jewel while Agent_3 received Pencil + Apple, its highest-value package, so the first speaker did not outperform the last.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0198.json,5
config_0200,child_worker,first_lt_last_counterexample,False,True,False,"Agent_1 successfully anchored Apple for itself, but the last speaker, Agent_3, redirected the deal to Option B, where Agent_3 received Jewel and Stone for 77 utility while Agent_1 stayed at Apple-only utility of 52.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0200.json,5
config_0202,child_worker,first_gt_last,True,True,False,"The first position looked advantaged because Agent_1 opened by making Stone non-negotiable, then converted that fixed claim into a mutually acceptable Option B. Agent_3, the last speaker, did well under Option B, but never displaced Agent_1's initial Stone anchor, so Agent_1 finished 14 utility ahead.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0202.json,5
config_0204,child_worker,first_gt_last,True,True,False,"Agent_1's first-mover Stone anchor became the shared frame before alternatives could gather support; all agents then converged on Base A, giving Agent_1 Stone plus Jewel while Agent_3 accepted only Quill despite valuing Stone and Pencil much more.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0204.json,5
