config_id,proposal_family,condition_role,pairing_id,focal_model,baseline_model,n_agents,competition_level,replicate_id,field_id,random_seed,models,ecology_models,output_dir,status,consensus_reached,final_round,focal_agent_utility,mean_utility_all_agents
4017,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.0|rep9,amazon-nova-micro-v1.0,gpt-5-nano,3,0.0,9.0,,56463,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0/rep_09/focal,NOT_STARTED,,,,
4018,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.0|rep9,amazon-nova-micro-v1.0,gpt-5-nano,3,0.0,9.0,,56463,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0/rep_09/control,NOT_STARTED,,,,
4019,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.0|rep10,amazon-nova-micro-v1.0,gpt-5-nano,3,0.0,10.0,,56489,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0/rep_10/focal,NOT_STARTED,,,,
4020,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.0|rep10,amazon-nova-micro-v1.0,gpt-5-nano,3,0.0,10.0,,56489,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0/rep_10/control,NOT_STARTED,,,,
4021,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep1,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,1.0,,56515,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_01/focal,NOT_STARTED,,,,
4022,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep1,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,1.0,,56515,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_01/control,NOT_STARTED,,,,
4023,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep2,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,2.0,,56541,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_02/focal,NOT_STARTED,,,,
4024,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep2,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,2.0,,56541,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_02/control,NOT_STARTED,,,,
4025,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep3,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,3.0,,56567,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_03/focal,NOT_STARTED,,,,
4026,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep3,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,3.0,,56567,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_03/control,NOT_STARTED,,,,
4027,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep4,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,4.0,,56593,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_04/focal,NOT_STARTED,,,,
4028,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep4,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,4.0,,56593,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_04/control,NOT_STARTED,,,,
4029,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep5,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,5.0,,56619,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_05/focal,NOT_STARTED,,,,
4030,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep5,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,5.0,,56619,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_05/control,NOT_STARTED,,,,
4031,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep6,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,6.0,,56645,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_06/focal,NOT_STARTED,,,,
4032,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep6,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,6.0,,56645,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_06/control,NOT_STARTED,,,,
4033,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep7,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,7.0,,56671,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_07/focal,NOT_STARTED,,,,
4034,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep7,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,7.0,,56671,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_07/control,NOT_STARTED,,,,
4035,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep8,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,8.0,,56697,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_08/focal,NOT_STARTED,,,,
4036,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep8,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,8.0,,56697,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_08/control,NOT_STARTED,,,,
4037,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep9,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,9.0,,56723,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_09/focal,NOT_STARTED,,,,
4038,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep9,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,9.0,,56723,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_09/control,NOT_STARTED,,,,
4039,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep10,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,10.0,,56749,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_10/focal,NOT_STARTED,,,,
4040,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.5|rep10,amazon-nova-micro-v1.0,gpt-5-nano,3,0.5,10.0,,56749,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p5/rep_10/control,NOT_STARTED,,,,
4041,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep1,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,1.0,,56775,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_01/focal,NOT_STARTED,,,,
4042,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep1,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,1.0,,56775,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_01/control,NOT_STARTED,,,,
4043,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep2,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,2.0,,56801,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_02/focal,NOT_STARTED,,,,
4044,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep2,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,2.0,,56801,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_02/control,NOT_STARTED,,,,
4045,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep3,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,3.0,,56827,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_03/focal,NOT_STARTED,,,,
4046,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep3,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,3.0,,56827,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_03/control,NOT_STARTED,,,,
4047,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep4,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,4.0,,56853,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_04/focal,NOT_STARTED,,,,
4048,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep4,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,4.0,,56853,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_04/control,NOT_STARTED,,,,
4049,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep5,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,5.0,,56879,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_05/focal,NOT_STARTED,,,,
4050,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep5,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,5.0,,56879,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_05/control,NOT_STARTED,,,,
4051,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep6,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,6.0,,56905,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_06/focal,NOT_STARTED,,,,
4052,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep6,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,6.0,,56905,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_06/control,NOT_STARTED,,,,
4053,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep7,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,7.0,,56931,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_07/focal,NOT_STARTED,,,,
4054,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep7,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,7.0,,56931,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_07/control,NOT_STARTED,,,,
4055,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep8,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,8.0,,56957,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_08/focal,NOT_STARTED,,,,
4056,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep8,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,8.0,,56957,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_08/control,NOT_STARTED,,,,
4057,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep9,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,9.0,,56983,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_09/focal,NOT_STARTED,,,,
4058,proposal1_invasion,control,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep9,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,9.0,,56983,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_09/control,NOT_STARTED,,,,
4059,proposal1_invasion,focal,proposal1|amazon-nova-micro-v1.0|n3|comp0.9|rep10,amazon-nova-micro-v1.0,gpt-5-nano,3,0.9,10.0,,57009,"['amazon-nova-micro-v1.0', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_amazon-nova-micro-v1.0/n_3/comp_0p9/rep_10/focal,NOT_STARTED,,,,
