experiment_group,config_id,game,game_type,n_agents,run_name,agent_id,round,phase,interaction_phase,proposal_repair_attempt,model_name,model_normalized,parse_error_type,parse_error_message,error_cause,current_parser_parseable,raw_preview,n_gt_2,arena_elo
homogeneous,297,game1,item_allocation,4,config_0297_game1_homogeneous_adversary_n4_comp_0p5_amazon_nova_micro_v1p0_first_seed1,Agent_1,1,proposal,proposal_round_1_invalid_attempt_0,0.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,Expecting value: line 4 column 17 (char 59),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            3,  // Pencil (index 4)\n            7,  // Camera (index 8)\n            9   // Clock (index 9)\n        ],\n        ""Agent_2"": [\n            0,  // Apple (index 0)\n            5,  // Ring (index 5)\n            6   // Hat (index 6)\n        ],\n        ""Agent_3"": [\n            1,  // Jewel (index 1)\n            2   // Stone (index 2)\n        ],\n        ""Agent_4"": [\n            4,  // Quill (index 4)\n            10  // Clock (ind",True,1240
homogeneous,344,game1,item_allocation,4,config_0344_game1_homogeneous_adversary_n4_comp_0p75_gpt_4o_mini_2024_07_18_first_seed2,Agent_2,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 17 column 1 (char 1851)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""From the discussions, Agent_1 is targeting Camera+Book upfront and is open to a two-stage plan, potentially including Clock or Pencil to broaden coalition. Agent_3 prioritizes Book, Stone, and Camera, with Jewel also important, and favors a two-stage approach that preserves Stone and Jewel while using a flexible middle item (Clock or Ring) for leverage. Agent_4 emphasizes Stone and Jewel as core, with Clock as a potential second-stage concession and a willingness to include Ri",True,1337
homogeneous,344,game1,item_allocation,4,config_0344_game1_homogeneous_adversary_n4_comp_0p75_gpt_4o_mini_2024_07_18_first_seed2,Agent_1,2,proposal,proposal_round_2_invalid_attempt_0,0.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 17 (char 59),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            7,  // Camera\n            5   // Book\n        ],\n        ""Agent_2"": [\n            3,  // Quill\n            0,  // Apple\n            9   // Clock\n        ],\n        ""Agent_3"": [\n            2,  // Stone\n            1   // Jewel\n        ],\n        ""Agent_4"": [\n            4,  // Pencil\n            6,  // Hat\n            8    // Ring\n        ]\n    },\n    ""reasoning"": ""This allocation secures Camera and Book for Agent_1, ali",True,1317
homogeneous,346,game1,item_allocation,4,config_0346_game1_homogeneous_adversary_n4_comp_0p75_gpt_4o_mini_2024_07_18_last_seed2,Agent_4,1,proposal,proposal_round_1_invalid_attempt_0,0.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 16 (char 58),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            4, // Pencil\n            1, // Jewel\n            5  // Book\n        ],\n        ""Agent_2"": [\n            0, // Apple\n            8, // Ring\n            9  // Clock\n        ],\n        ""Agent_3"": [\n            2, // Stone\n            3  // Quill\n        ],\n        ""Agent_4"": [\n            6, // Hat\n            7, // Camera\n            8  // Ring (duplicate removal, can keep one item)\n        ]\n    },\n    ""reasoning"": ""This",True,1317
homogeneous,348,game1,item_allocation,4,config_0348_game1_homogeneous_adversary_n4_comp_0p75_claude_sonnet_4_20250514_first_seed2,Agent_1,1,proposal,proposal_round_1_invalid_attempt_2,2.0,claude-sonnet-4-20250514,claude-sonnet-4-20250514,ValueError,No JSON found in proposal response,natural language/no JSON object,False,"Looking at this complex negotiation, I need to make a strategic proposal that maximizes my utility while offering reasonable value to others.\n\nBased on the discussion, I can see clear opportunities:\n- Agent_2 desperately wants Book (values at 23 vs my 5) and has moderate interest in Camera (18)\n- Agent_3 highly values Ring (17 vs my 5) and wants Pencil (16)  \n- Agent_4 values Apple even higher than I do (23 vs my 19)\n\nMy strategy: Secure Camera (my highest priority at 22) by leveraging it",True,1389
homogeneous,354,game1,item_allocation,4,config_0354_game1_homogeneous_adversary_n4_comp_0p75_gemini_2p5_pro_last_seed2,Agent_1,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 2 column 3404 (char 3405)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""From the recent discussion, I infer the following about other agents' priorities:\n- Agent_4 is aggressively pursuing Hat and Ring as a quick swap, and is open to a Stage 2 that pushes toward Stone or Quill, indicating Hat as a strong lever and Ring as a complementary asset. They’re also considering Jewel/Ring bridges down the line.\n- Agent_3 values Hat (primary) and Jewel (secondary) as structural assets for coalitions or bundles, with Stone and Quill as critical leverage it",True,1337
homogeneous,470,game1,item_allocation,6,config_0470_game1_homogeneous_adversary_n6_comp_0p25_gpt_4o_mini_2024_07_18_first_seed2,Agent_1,1,proposal,proposal_round_1_invalid_attempt_0,0.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 17 (char 59),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            10, // Clock\n            12, // Compass\n            14  // Vase\n        ],\n        ""Agent_2"": [\n            1,  // Jewel\n            7,  // Camera\n            13  // Ring\n        ],\n        ""Agent_3"": [\n            2,  // Stone\n            8,  // Quill\n            11  // Map\n        ],\n        ""Agent_4"": [\n            3,  // Apple\n            9   // Hat\n        ],\n        ""Agent_5"": [\n            4,  // Pencil\n        ",True,1317
homogeneous,471,game1,item_allocation,6,config_0471_game1_homogeneous_adversary_n6_comp_0p25_gpt_4o_mini_2024_07_18_last_seed1,Agent_6,1,proposal,proposal_round_1_invalid_attempt_0,0.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 18 (char 60),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            12,  // Lantern\n            7,   // Camera\n            14   // Compass\n        ],\n        ""Agent_2"": [\n            0,   // Apple\n            1,   // Jewel\n            4    // Book\n        ],\n        ""Agent_3"": [\n            3,   // Quill\n            6,   // Stone\n            11   // Key\n        ],\n        ""Agent_4"": [\n            2,   // Pencil\n            8    // Ring\n        ],\n        ""Agent_5"": [\n            9,   //",True,1317
homogeneous,472,game1,item_allocation,6,config_0472_game1_homogeneous_adversary_n6_comp_0p25_gpt_4o_mini_2024_07_18_last_seed2,Agent_2,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 18 column 30 (char 2431)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""From the discussions so far, the group shows a pattern of multi-round, two-step thinking. Key takeaways: several agents want to anchor in high-value core items (Map, Lantern, Book) while using mid-tier items as bridges (Hat, Vase, Compass, Apple). Compass is repeatedly cited as a powerful lever to unlock Clock and Apple, and there’s strong interest in a two-round arc that preserves Compass for future leverage. Pencil, as a strong personal lever, is seen as a path to Pencil/Jew",True,1337
homogeneous,475,game1,item_allocation,6,config_0475_game1_homogeneous_adversary_n6_comp_0p25_claude_sonnet_4_20250514_last_seed1,Agent_4,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 20 column 27 (char 2300)",missing comma/quote delimiter,True,"{\n  ""reasoning"": ""From the public discussion, I infer that: Agent_6 is prioritizing Ring and Quill protection in Round-1 while also seeking to enable Camera/Key later via Garden-style moves. Agent_2 is targeting Pencil and Clock in Round-1 and is open to a four-way structure that places Vase as a mediator. Agent_3 aims to secure Apple but is comfortable with staging (Round-2) as long as others gain in Round-1. Agent_1 prefers a clean Round-1 that includes Vase↔Compass+Clock or Vase↔Compass+Ston",True,1337
homogeneous,507,game1,item_allocation,6,config_0507_game1_homogeneous_adversary_n6_comp_0p5_amazon_nova_micro_v1p0_first_seed1,Agent_3,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 1193 (char 1194),unescaped newline/control char in JSON string,True,"{\n  ""reasoning"": ""From the public discussions, it’s clear that there is a broad set of priorities among agents, with a heavy focus on Vase, Map, Lantern, Compass, Key, Hat, and Lantern/Map pairings. Agent_5 is adamant about keeping Vase (14) and is open to broad coalitions that move Map, Lantern, Key, and Compass, but only if parity remains near equal. Agent_1 and Agent_4 lean toward Compass/Key-centered coalitions (Path B) while being willing to entertain Lantern/Map balancing (Path A). Agent_",True,1337
homogeneous,511,game1,item_allocation,6,config_0511_game1_homogeneous_adversary_n6_comp_0p5_gpt_4o_mini_2024_07_18_first_seed1,Agent_4,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 16 column 31 (char 2567)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""From the discussion so far, it's clear each agent has a mix of high-value targets and willingness to form coalitions around specific anchors. The dominant priorities emerging: camera-centric trades (Agent_4) and Map/Stone/Quill/Pencil alignments (Agent_2, Agent_3), Coining coalitions around Ring/Map (Agent_5), and Key/Hat considerations (Agent_6). Agent_1 leans toward using Camera or Apple as leverage in parity-heavy bundles, while Agent_6 is focused on securing Key/Hat with o",True,1337
homogeneous,512,game1,item_allocation,6,config_0512_game1_homogeneous_adversary_n6_comp_0p5_gpt_4o_mini_2024_07_18_first_seed2,Agent_1,1,proposal,proposal_round_1_invalid_attempt_0,0.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 17 (char 59),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            5,  // Book\n            7   // Camera\n        ],\n        ""Agent_2"": [\n            4,  // Pencil\n            1,  // Jewel\n            0   // Apple\n        ],\n        ""Agent_3"": [\n            2,  // Stone\n            8,  // Ring\n            12  // Lantern\n        ],\n        ""Agent_4"": [\n            3,  // Quill\n            9   // Clock\n        ],\n        ""Agent_5"": [\n            10, // Key\n            14  // Vase\n       ",True,1317
homogeneous,512,game1,item_allocation,6,config_0512_game1_homogeneous_adversary_n6_comp_0p5_gpt_4o_mini_2024_07_18_first_seed2,Agent_1,2,proposal,proposal_round_2_invalid_attempt_0,0.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 17 (char 59),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            5,  // Book\n            7,  // Camera\n            10  // Key\n        ],\n        ""Agent_2"": [\n            0,  // Apple\n            1,  // Jewel\n            9   // Clock\n        ],\n        ""Agent_3"": [\n            2,  // Stone\n            4,  // Pencil\n            12  // Lantern\n        ],\n        ""Agent_4"": [\n            3,  // Quill\n            11  // Map\n        ],\n        ""Agent_5"": [\n            6,  // Hat\n         ",True,1317
homogeneous,512,game1,item_allocation,6,config_0512_game1_homogeneous_adversary_n6_comp_0p5_gpt_4o_mini_2024_07_18_first_seed2,Agent_1,2,proposal,proposal_round_2_invalid_attempt_1,1.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 17 (char 59),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            5,  // Book\n            7,  // Camera\n            12  // Lantern\n        ],\n        ""Agent_2"": [\n            0,  // Apple\n            10, // Key\n            1   // Jewel\n        ],\n        ""Agent_3"": [\n            2,  // Stone\n            8,  // Ring\n            4   // Pencil\n        ],\n        ""Agent_4"": [\n            3,  // Quill\n            6   // Hat\n        ],\n        ""Agent_5"": [\n            11, // Map\n          ",True,1317
homogeneous,514,game1,item_allocation,6,config_0514_game1_homogeneous_adversary_n6_comp_0p5_gpt_4o_mini_2024_07_18_last_seed2,Agent_5,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 18 column 28 (char 1757)",missing comma/quote delimiter,True,"{\n  ""reasoning"": ""From the round of public discussion, several clear patterns emerge: multiple agents view Ring as a lever rather than a core target, and there is strong interest in mid-to-high value items that can unlock larger items in subsequent rounds (notably Camera, Quill, Jewel, Compass, and Key). Map and Lantern are repeatedly highlighted as strategic levers or attractive bundles. There is broad appetite for two-step, bilateral progress with Ring serving as the catalyst for Round 1, fol",True,1337
homogeneous,521,game1,item_allocation,6,config_0521_game1_homogeneous_adversary_n6_comp_0p5_gemini_2p5_pro_last_seed1,Agent_3,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Expecting ':' delimiter: line 3 column 251 (char 440),missing colon delimiter,True,"{\n  ""reasoning"": ""From the discussion so far, it’s clear multi-way coalitions are on the table and each agent has a mix of high-priority targets and leverage items. The emerging patterns:"",\n  "" - Agent_4 (Lantern backbone): Lantern is a strong organizing lever and a credible stabilizer for multi-way chains. They’re willing to trade Lantern to unlock Jewel/Clock dynamics and ultimately aim for Pencil or Book/Stone as downstream payoffs."",\n  "" - Agent_5 (Book and Stone targets): Book and Stone ",True,1337
homogeneous,521,game1,item_allocation,6,config_0521_game1_homogeneous_adversary_n6_comp_0p5_gemini_2p5_pro_last_seed1,Agent_4,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 3 column 720 (char 1593),unescaped newline/control char in JSON string,True,"{\n  ""reasoning"": ""From the discussion so far, it’s clear Lantern is highly valued by several players as a balancing asset, while Jewel/Clock/Quill/Book/Stone are hot targets with multi-way potential. Agent_6’s proposed core with Agents 4 and 5 centers on Lantern (A4), Book (A5), and Ring as a prize for me. There’s broad interest in moving Jewel/Clock in ways that keep multiple top targets in play for others, while enabling a credible path to Pencil and Ring. The main tension points will be: (1)",True,1337
homogeneous,553,game1,item_allocation,6,config_0553_game1_homogeneous_adversary_n6_comp_0p75_gpt_4o_mini_2024_07_18_first_seed1,Agent_3,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 20 column 28 (char 1872)",missing comma/quote delimiter,True,"{\n  ""reasoning"": ""From the discussion so far, the group collectively values Vase highly as a strategic lever for a bigger multi-party win later, while also trying to fortify mid/high items like Jewel, Map, Clock, and Compass. There is broad support for preserving Vase in Round 1 and pursuing a two-step plan: (1) strengthen mid/high portfolios via Map+Compass ↔ Jewel+Clock, (2) reintroduce Vase into a high-value, coalition-driven trade in later rounds. Several agents explicitly push for a Vase-p",True,1337
homogeneous,553,game1,item_allocation,6,config_0553_game1_homogeneous_adversary_n6_comp_0p75_gpt_4o_mini_2024_07_18_first_seed1,Agent_1,1,proposal,proposal_round_1_invalid_attempt_0,0.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 16 (char 58),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            1, // Jewel\n            10, // Clock\n            12 // Map\n        ],\n        ""Agent_2"": [\n            4, // Pencil\n            3 // Quill\n        ],\n        ""Agent_3"": [\n            0, // Apple\n            2 // Stone\n        ],\n        ""Agent_4"": [\n            5, // Book\n            11 // Camera\n        ],\n        ""Agent_5"": [\n            9, // Ring\n            6 // Hat\n        ],\n        ""Agent_6"": [\n            7, ",True,1317
homogeneous,554,game1,item_allocation,6,config_0554_game1_homogeneous_adversary_n6_comp_0p75_gpt_4o_mini_2024_07_18_first_seed2,Agent_1,1,proposal,proposal_round_1_invalid_attempt_0,0.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,JSONDecodeError,Expecting value: line 4 column 17 (char 59),JSON comments inside arrays/objects,True,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            3,  // Quill\n            12  // Vase\n        ],\n        ""Agent_2"": [\n            1,  // Jewel\n            11  // Camera\n        ],\n        ""Agent_3"": [\n            10, // Clock\n            4   // Pencil\n        ],\n        ""Agent_4"": [\n            5,  // Book\n            0   // Apple\n        ],\n        ""Agent_5"": [\n            2,  // Stone\n            7   // Hat\n        ],\n        ""Agent_6"": [\n            8,  // Ring\n ",True,1317
homogeneous,558,game1,item_allocation,6,config_0558_game1_homogeneous_adversary_n6_comp_0p75_claude_sonnet_4_20250514_first_seed2,Agent_2,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Expecting value: line 18 column 28 (char 1993),JSON comments inside arrays/objects,True,"{\n  ""reasoning"": ""From the discussion so far, Clock, Map, and Vase emerge as the strongest anchors across multiple agents. Agent_2 and Agent_3 both push toward maximizing Clock/Map protection while keeping Vase in play, with Lantern and Pencil serving as the primary parity levers. Several proposals aim to bundle top items (Clock/Map/Vase) with mid/high items (Jewel, Pencil, Compass) to create mutually acceptable parity, suggesting a preference for tight coalitions (2–3 players) before expanding",True,1337
homogeneous,562,game1,item_allocation,6,config_0562_game1_homogeneous_adversary_n6_comp_0p75_gemini_2p5_pro_first_seed2,Agent_3,1,proposal,proposal_round_1_invalid_attempt_0,0.0,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Expecting value: line 29 column 14 (char 441),missing value or truncated JSON,False,"{\n    ""allocation"": {\n        ""Agent_1"": [\n            10,\n            11,\n            13\n        ],\n        ""Agent_2"": [\n            2,\n            7,\n            8\n        ],\n        ""Agent_3"": [\n            3,\n            4,\n            14\n        ],\n        ""Agent_4"": [\n            6,\n            12,\n            9\n        ],\n        ""Agent_5"": [\n            0,\n            1,\n            5\n        ],\n        ""Agent_6"": [\n             *empty*\n        ]\n    },\n   ",True,1337
homogeneous,564,game1,item_allocation,6,config_0564_game1_homogeneous_adversary_n6_comp_0p75_gemini_2p5_pro_last_seed2,Agent_1,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 1375 (char 1376),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""From the discussion so far, the group coalesces around Lantern as the single most valuable asset and a strategic hinge. Several agents view Lantern as the key lever to unlock high-priority bundles (Hat, Compass, Vase, Clock, Pencil, Camera). There is broad interest in two-step or multi-party deals that bind a second move quickly, rather than protracted bargaining. There is a shared reluctance to trade Lantern away for low-value swaps (e.g., Lantern ↔ Map) and a willingness to ",True,1337
