game_label,n_agents,competition_key,model,model_short,elo,agent_run_count,final_utility_mean,final_utility_std
game1,2,comp=1.00,deepseek-v3,DeepSeek V3,1358,3,60.13333333333333,18.31538515383538
game1,2,comp=1.00,o3-mini-high,o3-mini-high,1363,2,32.85,46.45691552395618
game1,2,comp=1.00,claude-sonnet-4-20250514,Sonnet 4,1389,6,50.175000000000004,9.145258334240754
game1,2,comp=1.00,qwen3-max-preview,Qwen3 Max,1435,1,28.431000000000004,
game1,2,comp=1.00,gemini-2.5-pro,Gemini 2.5 Pro,1448,1,52.0,
game1,2,comp=1.00,claude-opus-4-5-20251101,Opus 4.5,1468,1,38.7,
game1,2,comp=1.00,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,1,61.2,
game1,2,comp=1.00,gpt-5.4-high,GPT-5.4 High,1484,3,27.723000000000003,24.181478180624115
game1,2,comp=1.00,claude-opus-4-6,Opus 4.6,1499,1,51.300000000000004,
game1,4,comp=0.00,amazon-nova-micro-v1.0,Nova Micro,1240,2,50.0,70.71067811865476
game1,4,comp=0.00,claude-3-haiku-20240307,Claude 3 Haiku,1260,3,100.0,0.0
game1,4,comp=0.00,command-r-plus-08-2024,Command R+,1276,2,100.0,0.0
game1,4,comp=0.00,amazon-nova-pro-v1.0,Nova Pro,1290,4,100.0,0.0
game1,4,comp=0.00,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,1,100.0,
game1,4,comp=0.00,llama-3.3-70b-instruct,Llama 3.3 70B,1318,2,100.0,0.0
game1,4,comp=0.00,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,2,95.0,7.0710678118654755
game1,4,comp=0.00,gpt-5-nano-high,GPT-5-nano,1337,5,100.0,0.0
game1,4,comp=0.00,gpt-4o-2024-05-13,GPT-4o,1345,2,100.0,0.0
game1,4,comp=0.00,deepseek-v3,DeepSeek V3,1358,2,100.0,0.0
game1,4,comp=0.00,o3-mini-high,o3-mini-high,1363,2,100.0,0.0
game1,4,comp=0.00,gemma-3-27b-it,Gemma 3 27B,1365,4,97.5,5.000000000000001
game1,4,comp=0.00,claude-sonnet-4-20250514,Sonnet 4,1389,2,100.0,0.0
game1,4,comp=0.00,claude-haiku-4-5-20251001,Haiku 4.5,1407,1,100.0,
game1,4,comp=0.00,deepseek-r1-0528,DeepSeek R1-0528,1422,6,98.33333333333333,4.0824829046386295
game1,4,comp=0.00,qwen3-max-preview,Qwen3 Max,1435,5,100.0,0.0
game1,4,comp=0.00,gemini-2.5-pro,Gemini 2.5 Pro,1448,2,100.0,0.0
game1,4,comp=0.00,claude-opus-4-5-20251101,Opus 4.5,1468,3,100.0,0.0
game1,4,comp=0.00,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,2,100.0,0.0
game1,4,comp=0.00,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,3,100.0,0.0
game1,4,comp=0.00,gpt-5.4-high,GPT-5.4 High,1484,2,95.0,7.0710678118654755
game1,4,comp=0.00,claude-opus-4-6,Opus 4.6,1499,5,100.0,0.0
game1,4,comp=0.00,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,6,100.0,0.0
game1,4,comp=0.25,amazon-nova-micro-v1.0,Nova Micro,1240,2,64.0,2.8284271247461903
game1,4,comp=0.25,claude-3-haiku-20240307,Claude 3 Haiku,1260,3,57.43333333333334,9.221894237808918
game1,4,comp=0.25,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,5,50.6,15.80506248010428
game1,4,comp=0.25,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,63.625,12.392033731393731
game1,4,comp=0.25,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,2,48.510000000000005,20.49195451878614
game1,4,comp=0.25,gpt-5-nano-high,GPT-5-nano,1337,2,34.0,48.08326112068523
game1,4,comp=0.25,gpt-4o-2024-05-13,GPT-4o,1345,2,47.25,5.727564927611033
game1,4,comp=0.25,deepseek-v3,DeepSeek V3,1358,2,62.95,11.384419177103418
game1,4,comp=0.25,o3-mini-high,o3-mini-high,1363,6,57.320057633333334,15.040953973333261
game1,4,comp=0.25,gemma-3-27b-it,Gemma 3 27B,1365,3,55.36666666666667,17.558568658445182
game1,4,comp=0.25,claude-sonnet-4-20250514,Sonnet 4,1389,2,53.205,5.366940469205896
game1,4,comp=0.25,claude-haiku-4-5-20251001,Haiku 4.5,1407,2,54.85,28.072139213105938
game1,4,comp=0.25,deepseek-r1-0528,DeepSeek R1-0528,1422,1,73.8,
game1,4,comp=0.25,qwen3-max-preview,Qwen3 Max,1435,2,61.0,9.899494936611665
game1,4,comp=0.25,gemini-2.5-pro,Gemini 2.5 Pro,1448,1,70.0,
game1,4,comp=0.25,claude-opus-4-5-20251101,Opus 4.5,1468,2,64.25,8.131727983645296
game1,4,comp=0.25,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,2,59.349321350000004,27.790256256665415
game1,4,comp=0.25,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,3,67.0,16.703293088490067
game1,4,comp=0.25,gpt-5.4-high,GPT-5.4 High,1484,6,59.48165905,20.925056106435683
game1,4,comp=0.25,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,67.5,15.416441439796237
game1,4,comp=0.50,amazon-nova-micro-v1.0,Nova Micro,1240,6,45.73333333333333,10.396858499886719
game1,4,comp=0.50,claude-3-haiku-20240307,Claude 3 Haiku,1260,2,39.15,3.181980515339464
game1,4,comp=0.50,command-r-plus-08-2024,Command R+,1276,2,40.5,13.435028842544403
game1,4,comp=0.50,amazon-nova-pro-v1.0,Nova Pro,1290,3,52.06666666666666,13.827990936261612
game1,4,comp=0.50,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,3,32.06666666666667,14.255291415237128
game1,4,comp=0.50,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,49.275,16.453039232919856
game1,4,comp=0.50,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,3,35.5,14.70408106615303
game1,4,comp=0.50,gpt-5-nano-high,GPT-5-nano,1337,1,51.300000000000004,
game1,4,comp=0.50,deepseek-v3,DeepSeek V3,1358,3,54.333333333333336,16.441816606851365
game1,4,comp=0.50,o3-mini-high,o3-mini-high,1363,4,47.5,10.082988974836114
game1,4,comp=0.50,gemma-3-27b-it,Gemma 3 27B,1365,2,33.0,8.48528137423857
game1,4,comp=0.50,claude-sonnet-4-20250514,Sonnet 4,1389,4,59.95,10.053689206787057
game1,4,comp=0.50,deepseek-r1-0528,DeepSeek R1-0528,1422,3,47.666666666666664,6.448514040717701
game1,4,comp=0.50,qwen3-max-preview,Qwen3 Max,1435,2,44.0,4.242640687119285
game1,4,comp=0.50,claude-opus-4-5-20251101,Opus 4.5,1468,1,48.6,
game1,4,comp=0.50,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,3,51.0,5.196152422706632
game1,4,comp=0.50,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,3,34.833333333333336,3.666515148384542
game1,4,comp=0.50,gpt-5.4-high,GPT-5.4 High,1484,2,49.45,5.020458146424491
game1,4,comp=0.50,claude-opus-4-6,Opus 4.6,1499,4,58.925,10.65625794232353
game1,4,comp=0.50,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,1,59.4,
game1,4,comp=0.75,amazon-nova-micro-v1.0,Nova Micro,1240,1,26.1,
game1,4,comp=0.75,claude-3-haiku-20240307,Claude 3 Haiku,1260,3,27.46666666666667,14.637395032359185
game1,4,comp=0.75,command-r-plus-08-2024,Command R+,1276,3,31.5,12.108261642366339
game1,4,comp=0.75,amazon-nova-pro-v1.0,Nova Pro,1290,2,38.2,8.202438661763955
game1,4,comp=0.75,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,1,31.5,
game1,4,comp=0.75,llama-3.3-70b-instruct,Llama 3.3 70B,1318,5,28.0,12.103718436910205
game1,4,comp=0.75,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,31.8255,12.478661827295424
game1,4,comp=0.75,gpt-4o-2024-05-13,GPT-4o,1345,3,36.42433333333333,11.34099979425682
game1,4,comp=0.75,deepseek-v3,DeepSeek V3,1358,3,43.166666666666664,1.5307950004273359
game1,4,comp=0.75,o3-mini-high,o3-mini-high,1363,5,43.7674,24.4731038856946
game1,4,comp=0.75,gemma-3-27b-it,Gemma 3 27B,1365,4,40.97875,10.846557345535954
game1,4,comp=0.75,claude-sonnet-4-20250514,Sonnet 4,1389,3,39.800000000000004,7.830708780180756
game1,4,comp=0.75,deepseek-r1-0528,DeepSeek R1-0528,1422,1,38.7,
game1,4,comp=0.75,qwen3-max-preview,Qwen3 Max,1435,4,36.525,19.590027224755627
game1,4,comp=0.75,gemini-2.5-pro,Gemini 2.5 Pro,1448,1,31.0,
game1,4,comp=0.75,claude-opus-4-5-20251101,Opus 4.5,1468,3,38.36666666666667,3.0005555041247494
game1,4,comp=0.75,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,33.45,12.143997145366376
game1,4,comp=0.75,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,36.8,8.768124086713186
game1,4,comp=0.75,gpt-5.4-high,GPT-5.4 High,1484,1,39.6,
game1,4,comp=0.75,claude-opus-4-6,Opus 4.6,1499,1,36.0,
game1,4,comp=0.75,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,2,44.55,1.9091883092036779
game1,4,comp=1.00,amazon-nova-micro-v1.0,Nova Micro,1240,4,16.225,9.764007032634364
game1,4,comp=1.00,claude-3-haiku-20240307,Claude 3 Haiku,1260,3,16.722333333333335,2.300325266855393
game1,4,comp=1.00,command-r-plus-08-2024,Command R+,1276,1,18.895680000000002,
game1,4,comp=1.00,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,3,11.850816666666667,8.548432429447713
game1,4,comp=1.00,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,12.249,8.822258894410206
game1,4,comp=1.00,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,3,21.5,8.261355820929152
game1,4,comp=1.00,gpt-5-nano-high,GPT-5-nano,1337,2,19.0515,19.726157874761114
game1,4,comp=1.00,gpt-4o-2024-05-13,GPT-4o,1345,6,21.344166666666666,10.699205660546331
game1,4,comp=1.00,deepseek-v3,DeepSeek V3,1358,2,22.935000000000002,1.506137443927343
game1,4,comp=1.00,o3-mini-high,o3-mini-high,1363,8,27.202325000000002,4.3129112129412395
game1,4,comp=1.00,gemma-3-27b-it,Gemma 3 27B,1365,2,21.0,5.656854249492381
game1,4,comp=1.00,claude-sonnet-4-20250514,Sonnet 4,1389,1,7.0,
game1,4,comp=1.00,claude-haiku-4-5-20251001,Haiku 4.5,1407,3,20.233333333333334,1.5947831618540904
game1,4,comp=1.00,deepseek-r1-0528,DeepSeek R1-0528,1422,4,28.725,4.996915715385509
game1,4,comp=1.00,qwen3-max-preview,Qwen3 Max,1435,3,27.7,22.542626288877695
game1,4,comp=1.00,claude-opus-4-5-20251101,Opus 4.5,1468,3,29.100000000000005,4.6184412955021985
game1,4,comp=1.00,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,3,22.393756666666665,9.234984620324678
game1,4,comp=1.00,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,24.0,8.48528137423857
game1,4,comp=1.00,gpt-5.4-high,GPT-5.4 High,1484,2,28.5,4.949747468305833
game1,4,comp=1.00,claude-opus-4-6,Opus 4.6,1499,1,38.0,
game1,4,comp=1.00,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,34.25,8.732124598286491
game1,6,comp=0.00,claude-3-haiku-20240307,Claude 3 Haiku,1260,2,100.0,0.0
game1,6,comp=0.00,command-r-plus-08-2024,Command R+,1276,3,100.0,0.0
game1,6,comp=0.00,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,2,100.0,0.0
game1,6,comp=0.00,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,100.0,0.0
game1,6,comp=0.00,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,75.0,50.0
game1,6,comp=0.00,gpt-5-nano-high,GPT-5-nano,1337,4,100.0,0.0
game1,6,comp=0.00,gpt-4o-2024-05-13,GPT-4o,1345,6,100.0,0.0
game1,6,comp=0.00,deepseek-v3,DeepSeek V3,1358,5,100.0,0.0
game1,6,comp=0.00,o3-mini-high,o3-mini-high,1363,5,100.0,0.0
game1,6,comp=0.00,gemma-3-27b-it,Gemma 3 27B,1365,4,100.0,0.0
game1,6,comp=0.00,claude-sonnet-4-20250514,Sonnet 4,1389,3,100.0,0.0
game1,6,comp=0.00,claude-haiku-4-5-20251001,Haiku 4.5,1407,2,100.0,0.0
game1,6,comp=0.00,deepseek-r1-0528,DeepSeek R1-0528,1422,2,100.0,0.0
game1,6,comp=0.00,qwen3-max-preview,Qwen3 Max,1435,1,100.0,
game1,6,comp=0.00,claude-opus-4-5-20251101,Opus 4.5,1468,5,100.0,0.0
game1,6,comp=0.00,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,6,100.0,0.0
game1,6,comp=0.00,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,100.0,0.0
game1,6,comp=0.00,gpt-5.4-high,GPT-5.4 High,1484,1,100.0,
game1,6,comp=0.00,claude-opus-4-6,Opus 4.6,1499,4,100.0,0.0
game1,6,comp=0.00,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,1,100.0,
game1,6,comp=0.25,amazon-nova-micro-v1.0,Nova Micro,1240,2,48.5,3.5355339059327378
game1,6,comp=0.25,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,47.75,31.244999599935987
game1,6,comp=0.25,command-r-plus-08-2024,Command R+,1276,4,43.4,8.179649544244954
game1,6,comp=0.25,amazon-nova-pro-v1.0,Nova Pro,1290,5,52.8,11.099549540409287
game1,6,comp=0.25,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,2,41.0,14.142135623730951
game1,6,comp=0.25,llama-3.3-70b-instruct,Llama 3.3 70B,1318,3,47.333333333333336,12.897028081435403
game1,6,comp=0.25,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,5,32.9,8.891006692158093
game1,6,comp=0.25,gpt-5-nano-high,GPT-5-nano,1337,3,51.666666666666664,1.154700538379251
game1,6,comp=0.25,gpt-4o-2024-05-13,GPT-4o,1345,4,48.25,12.120918557051139
game1,6,comp=0.25,deepseek-v3,DeepSeek V3,1358,1,56.0,
game1,6,comp=0.25,o3-mini-high,o3-mini-high,1363,3,64.06666666666666,14.043266476619085
game1,6,comp=0.25,gemma-3-27b-it,Gemma 3 27B,1365,3,49.0,10.816653826391969
game1,6,comp=0.25,claude-sonnet-4-20250514,Sonnet 4,1389,4,45.0,8.793937305515279
game1,6,comp=0.25,claude-haiku-4-5-20251001,Haiku 4.5,1407,3,54.333333333333336,8.386497083606082
game1,6,comp=0.25,deepseek-r1-0528,DeepSeek R1-0528,1422,4,61.0,20.896570691543303
game1,6,comp=0.25,qwen3-max-preview,Qwen3 Max,1435,3,60.63333333333333,4.123509831846329
game1,6,comp=0.25,claude-opus-4-5-20251101,Opus 4.5,1468,3,55.23333333333333,14.327014110879254
game1,6,comp=0.25,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,70.0,
game1,6,comp=0.25,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,1,52.0,
game1,6,comp=0.25,gpt-5.4-high,GPT-5.4 High,1484,4,63.0,7.745966692414834
game1,6,comp=0.25,claude-opus-4-6,Opus 4.6,1499,7,64.92857142857143,12.859589714257902
game1,6,comp=0.25,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,3,63.0,9.0
game1,6,comp=0.50,amazon-nova-micro-v1.0,Nova Micro,1240,2,14.5,4.949747468305833
game1,6,comp=0.50,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,28.225,12.231755120723
game1,6,comp=0.50,command-r-plus-08-2024,Command R+,1276,1,27.0,
game1,6,comp=0.50,amazon-nova-pro-v1.0,Nova Pro,1290,2,26.5,7.7781745930520225
game1,6,comp=0.50,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,4,32.15,3.150132272355137
game1,6,comp=0.50,llama-3.3-70b-instruct,Llama 3.3 70B,1318,7,24.52857142857143,12.685255783219915
game1,6,comp=0.50,gpt-5-nano-high,GPT-5-nano,1337,4,42.150000000000006,4.086155487333622
game1,6,comp=0.50,gpt-4o-2024-05-13,GPT-4o,1345,1,44.0,
game1,6,comp=0.50,o3-mini-high,o3-mini-high,1363,3,50.13333333333333,6.165495384260159
game1,6,comp=0.50,gemma-3-27b-it,Gemma 3 27B,1365,5,20.5,20.211382931407737
game1,6,comp=0.50,claude-sonnet-4-20250514,Sonnet 4,1389,1,48.0,
game1,6,comp=0.50,claude-haiku-4-5-20251001,Haiku 4.5,1407,3,36.166666666666664,4.252450274057691
game1,6,comp=0.50,deepseek-r1-0528,DeepSeek R1-0528,1422,1,50.4,
game1,6,comp=0.50,qwen3-max-preview,Qwen3 Max,1435,3,35.4,1.4422205101855943
game1,6,comp=0.50,claude-opus-4-5-20251101,Opus 4.5,1468,2,42.650000000000006,13.22289680818844
game1,6,comp=0.50,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,40.35,12.741925547838783
game1,6,comp=0.50,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,43.85,7.283199846221438
game1,6,comp=0.50,gpt-5.4-high,GPT-5.4 High,1484,1,58.0,
game1,6,comp=0.50,claude-opus-4-6,Opus 4.6,1499,2,57.0,11.313708498984761
game1,6,comp=0.50,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,2,46.5,2.1213203435596424
